Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Li Y., Li G., Tayi G.K., Cheng T.C.E.","57205769081;56236122600;35579033800;13302593800;","Omni-channel retailing: Do offline retailers benefit from online reviews?",2019,"International Journal of Production Economics","218",,,"43","61",,34,"10.1016/j.ijpe.2019.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065830928&doi=10.1016%2fj.ijpe.2019.05.002&partnerID=40&md5=5ca956899f9d4a010e93e52b6575bea1","School of Management, Xi'an Jiaotong University, The State Key Lab for Manufacturing Systems Engineering, The Key Lab of the Ministry of Education for Process Control & Efficiency Engineering, Xi'an, 710049, China; Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong SAR, Hong Kong; State University of New York at Albany, 1400 Washington Avenue, Albany, NY  12222, United States","Li, Y., School of Management, Xi'an Jiaotong University, The State Key Lab for Manufacturing Systems Engineering, The Key Lab of the Ministry of Education for Process Control & Efficiency Engineering, Xi'an, 710049, China, Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong SAR, Hong Kong; Li, G., School of Management, Xi'an Jiaotong University, The State Key Lab for Manufacturing Systems Engineering, The Key Lab of the Ministry of Education for Process Control & Efficiency Engineering, Xi'an, 710049, China; Tayi, G.K., State University of New York at Albany, 1400 Washington Avenue, Albany, NY  12222, United States; Cheng, T.C.E., Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong SAR, Hong Kong","In the omni-channel retailing era, online reviews are being increasingly integrated into offline channels. In this study we explore the online review integration strategy for a pure offline retailer that takes the initiative to integrate selective online consumer reviews (OCR)from its competing online rival retailer into its in-store sales under two online selling formats. When the online retailer uses the reselling format, we find that the online review integration strategy is viable if the selected OCR are more informative than the offline retailer's in-store information services. However, when the online retailer uses the agency selling format, counter-intuitively, the offline retailer can adopt the same strategy even when the OCR are less informative than the in-store services if the spillover effect is negative, and the travel cost and the unit misfit cost are relatively small. In each case, we find that the offline retailer's review integration strategy mitigates market competition under some conditions, so benefitting the online retailer and/or the manufacturer as well. In the extension, we consider the context in which the offline retailer utilizes third-party reviews (TPR). We find that the offline retailer is willing to adopt TPR as long as its product is recommended by the TPR (under the TPR-only strategy), and it is also beneficial to integrate OCR and TPR simultaneously (under the OCR-TPR strategy). In addition, we compare all the feasible strategies and find that the OCR-TPR strategy is the optimal strategy most of the time. © 2019 Elsevier B.V.","Game theory; Information integration; Omni-channel retailing; Online reviews; Online selling format; Spillover effect","Competition; Electronic commerce; Game theory; Information services; Integration; Information integration; Omni-channel retailing; On-line Selling; Online reviews; Spillover effects; Sales",Article,"Final","",Scopus,2-s2.0-85065830928
"Ramkumar M., Schoenherr T., Wagner S.M., Jenamani M.","57197102698;12752310000;55728980600;6506024147;","Q-TAM: A quality technology acceptance model for predicting organizational buyers’ continuance intentions for e-procurement services",2019,"International Journal of Production Economics","216",,,"333","348",,34,"10.1016/j.ijpe.2019.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068377293&doi=10.1016%2fj.ijpe.2019.06.003&partnerID=40&md5=992f0e2eca8e8c39d19fab55eeddce12","Department of Management, Technology, and Economics, Swiss Federal Institute of Technology Zurich, Weinbergstrasse 56/58, Zurich, 8092, Switzerland; Department of Supply Chain Management, Broad College of Business, Michigan State University, 632 Bogue St., Room N370, East Lansing, MI, United States; Department of Industrial and Systems Engineering, Indian Institute of Technology Kharagpur, Kharagpur, West Bengal  721 302, India","Ramkumar, M., Department of Management, Technology, and Economics, Swiss Federal Institute of Technology Zurich, Weinbergstrasse 56/58, Zurich, 8092, Switzerland; Schoenherr, T., Department of Supply Chain Management, Broad College of Business, Michigan State University, 632 Bogue St., Room N370, East Lansing, MI, United States; Wagner, S.M., Department of Management, Technology, and Economics, Swiss Federal Institute of Technology Zurich, Weinbergstrasse 56/58, Zurich, 8092, Switzerland; Jenamani, M., Department of Industrial and Systems Engineering, Indian Institute of Technology Kharagpur, Kharagpur, West Bengal  721 302, India","This research provides important extensions to the Technology Acceptance Model (TAM) with system quality considerations (Q-TAM) in the context of e-procurement services. Utilizing data from organizational buyers and founding our expectations in the resource-based view, coupled with the dynamic capabilities perspective, we study the impact of information flow quality and logistics fulfillment quality on organizational buyers' perception of e-procurement services, and the ensuing intentions to continue using these services. As such, this study addresses user satisfaction as an attribute to understand organizational buyers' continuance intentions of e-procurement systems in a mandated usage setting. Furthermore, the mediating roles of individuals' perception in the relationship between system characteristics and satisfaction are investigated. We distinct our work with prior literature on e-procurement by focusing on organizational buyers' continued usage intentions, rather than investigating the e-procurement adoption issues at the firm level. Also, our research is positioned in a unique context since it investigates a system that is generally mandatory in nature. While a system may have been implemented successfully and its use may have been mandated, it may actually not be used to its fullest extent, leaving significant potential unrealized. Overall, with our theoretical development and the empirical test of Q-TAM, we provide important insights into organizational buyers’ intentions to continue the use of e-procurement services. © 2019 Elsevier B.V.","Continuance intentions; Dynamic capabilities perspective; E-procurement services; Partial least squares; Resource-based view; System quality; Technology acceptance model","Enterprise resource management; Least squares approximations; Continuance intentions; Dynamic capabilities; e-Procurement; Partial least square (PLS); Resource-based view; System quality; Technology acceptance model; Sales",Article,"Final","",Scopus,2-s2.0-85068377293
"Lam H.K.S., Zhan Y., Zhang M., Wang Y., Lyons A.","57190184340;56486831900;57044904700;55252116100;7102912708;","The effect of supply chain finance initiatives on the market value of service providers",2019,"International Journal of Production Economics","216",,,"227","238",,34,"10.1016/j.ijpe.2019.04.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065840830&doi=10.1016%2fj.ijpe.2019.04.031&partnerID=40&md5=af9e051ed2c12ade2dece1ed42963ac0","Senior Lecturer in Operations and Supply Chain Management, Management School, University of Liverpool, Chatham Street, Liverpool, L69 7ZH, United Kingdom; Lecturer in Operations and Supply Chain Management, Management School, University of Liverpool, Chatham Street, Liverpool, L69 7ZH, United Kingdom; Lecturer in Operations Management, University of Bristol, Tyndall Ave, Bristol, BS8 1TH, United Kingdom; Senior Lecturer in Digital Marketing, Sheffield University Management School, The University of Sheffield, Conduit Rd, Sheffield, S10 1FL, United Kingdom; Professor in Operations and Supply Chain Management, Management School, University of Liverpool, Chatham Street, Liverpool, L69 7ZH, United Kingdom","Lam, H.K.S., Senior Lecturer in Operations and Supply Chain Management, Management School, University of Liverpool, Chatham Street, Liverpool, L69 7ZH, United Kingdom; Zhan, Y., Lecturer in Operations and Supply Chain Management, Management School, University of Liverpool, Chatham Street, Liverpool, L69 7ZH, United Kingdom; Zhang, M., Lecturer in Operations Management, University of Bristol, Tyndall Ave, Bristol, BS8 1TH, United Kingdom; Wang, Y., Senior Lecturer in Digital Marketing, Sheffield University Management School, The University of Sheffield, Conduit Rd, Sheffield, S10 1FL, United Kingdom; Lyons, A., Professor in Operations and Supply Chain Management, Management School, University of Liverpool, Chatham Street, Liverpool, L69 7ZH, United Kingdom","Supply chain finance (SCF)aims to optimally align financial resource flows with material and information flows within supply chains. Although an increasing number of studies have demonstrated the potential of SCF resulting in improving cash-flow management and obtaining loan opportunities for suppliers and buyers, little is known about whether SCF initiatives can result in positive market value for service providers. Accordingly, the purpose of this study is to examine the effect of SCF initiatives with the distinctive characteristics (that is, firm characteristic, collaborative mechanism, and service type)on service providers’ market value. We adopted the event study methodology to analyse 177 SCF initiatives announced between 2008 and 2018 (Quarter 1)in the Chinese market. The event study results showed that the average abnormal returns over a three-day event window around the SCF announcements are 0.793%, representing an average increase of CNY 1.66 billion in market value for the service providers. Moreover, we found that such increase in market value is significantly higher when the SCF initiatives are announced by non-bank investors (e.g., fintechs), when the service providers collaborate to provide SCF services, and when the service providers upgrade existing SCF services rather than introduce new SCF services. As the market value of an SCF announcement is evaluated with several essential characteristics examined to understand which types of service providers and initiatives are considered to be the most valuable service offerings, this study offers important insights to SCF practitioners and supply chain stakeholders. © 2019","China; Event study; Financial service providers; Stock market reaction; Supply chain finance","Commerce; Supply chains; China; Event studies; Financial service; Market reactions; Supply chain finances; Investments",Article,"Final","",Scopus,2-s2.0-85065840830
"Burtch G., Chan J.","55502077800;56527614500;","Investigating the relationship between medical crowdfunding and personal bankruptcy in the United States: Evidence of a digital divide",2019,"MIS Quarterly: Management Information Systems","43","1",,"237","262",,34,"10.25300/MISQ/2019/14569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067336929&doi=10.25300%2fMISQ%2f2019%2f14569&partnerID=40&md5=380d051632323a40aa6348ee444212b1","Carlson School of Management, University of Minnesota, Minneapolis, MN  55455, United States","Burtch, G., Carlson School of Management, University of Minnesota, Minneapolis, MN  55455, United States; Chan, J., Carlson School of Management, University of Minnesota, Minneapolis, MN  55455, United States","As of 2007, an estimated 62% of individual bankruptcy filings in the United States were a direct result of costs borne from medical treatment following illness or injury, up from 46% in 2001. This pressing issue is only getting worse and is in need of relief. In this work, we consider the potential of a relatively recent, and rapidly growing, phenomenon to mitigate the problem: online crowdfunding for medical expenses, wherein patients reach out to their social network for monetary support via online platforms that facilitate the process. On the surface, medical crowdfunding holds the potential to address insurance gaps and to help those burdened by medical debt. However, recent questions have arisen in the healthcare literature around fairness and equity in the distribution of funds. Consistent with the notion of digital divide, many have raised concerns that the individuals most likely to benefit from these services are not the individuals who are most in need. Accordingly, we first seek to establish the effect of this novel phenomenon on a key indicator of financial distress: rates of personal bankruptcy. We then explore heterogeneity in patterns of funding solicitation and acquisition, to assess the presence inequalities across patient populations. We leverage proprietary data from a large medical crowdfunding platform based in the United States, which we combine with county records of personal bankruptcy filings. We report evidence that greater success amongst medical crowdfunding campaigns does translate into a reduction in personal bankruptcy filings. Subsequently, we report analyses which revealed evidence consistent with the presence of a digital divide. Specifically, we report evidence that disadvantaged groups are systematically more likely to launch medical crowdfunding campaigns, yet conditional on campaign launch, garner systematically less in funding. We discuss the implications for the literature on the digital divide, as well as implications for practice and policy. © 2019 University of Minnesota. All rights reserved.","Crowdfunding; Digital divide; Medical bankruptcy; Online platform","Economic and social effects; Finance; Crowdfunding; Digital divide; Disadvantaged groups; Financial distress; Medical bankruptcy; Medical treatment; Online platforms; Patient population; Crowdsourcing",Article,"Final","",Scopus,2-s2.0-85067336929
"Zuo W., Li Y., Wang Y.","57200194766;7502087274;55734119500;","Research on the optimization of new energy vehicle industry research and development subsidy about generic technology based on the three-way decisions",2019,"Journal of Cleaner Production","212",,,"46","55",,34,"10.1016/j.jclepro.2018.11.263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059334423&doi=10.1016%2fj.jclepro.2018.11.263&partnerID=40&md5=98e657db3efd8a100585f6ca88beabe8","School of Business, Jiangnan University, Wuxi, Jiangsu  214122, China; Department of Industrial Engineering, Lamar University, Beaumont, TX  77710, United States","Zuo, W., School of Business, Jiangnan University, Wuxi, Jiangsu  214122, China, Department of Industrial Engineering, Lamar University, Beaumont, TX  77710, United States; Li, Y., Department of Industrial Engineering, Lamar University, Beaumont, TX  77710, United States; Wang, Y., School of Business, Jiangnan University, Wuxi, Jiangsu  214122, China","Facing the even worse air pollution of many cities in China, the Chinese government is trying to find the best solution about citizenship care problem through high technology. The new energy vehicles (NEVs) technology, as one of the high-tech good samples around the world, can reduce greenhouse gas emissions, protect the environment effectively, and finally accomplish the low-carbon economy of sustainable development. So the Chinese government pays close attention and billions of Research and Development (R&D) subsidies to help the NEVs companies research their generic technology. Based on the lack of the effective decision-making mechanism for R&D subsidies by the government, this paper aims to propose a novel decision-making model and help the policy-maker choose the right objects for R&D subsidies, avoiding the problems like a waste of the public resources, cheating for taking the subsidy and so on. Three-way decision theory is employed to solve the mechanism design, and the government's actions represent subsidize, delay decision-making and do not subsidize. According to the actual case study, the model has verified the validity and rationality. © 2018 Elsevier Ltd","Generic technology; New energy vehicles (NEVs); R&D subsidies; Three-way decision","Behavioral research; Decision theory; Electric automobiles; Environmental protection; Gas emissions; Greenhouse gases; Machine design; Renewable energy resources; Sustainable development; Chinese Government; Decision making models; Decision-making mechanisms; Generic technology; Low carbon economy; New energy vehicles; Research and development; Three-way decisions; Decision making",Article,"Final","",Scopus,2-s2.0-85059334423
"Zhou X., Wang Y., Chai J., Wang L., Wang S., Lev B.","55743302800;57215440692;34067502900;57205367176;35195168500;24547227000;","Sustainable supply chain evaluation: A dynamic double frontier network DEA model with interval type-2 fuzzy data",2019,"Information Sciences","504",,,"394","421",,33,"10.1016/j.ins.2019.07.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069577669&doi=10.1016%2fj.ins.2019.07.033&partnerID=40&md5=a8fcc6e183aad66fafb85df447c50378","School of Economics and Management, Xidian University, Xi'an, 710126, China; Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, 100190, China; School of Management, Northwestern Polytechnical University, Xi'an, 710129, China; International Business School, Shaanxi Normal University, Xi'an, 710119, China; LeBow College of Business, Drexel University, Philadelphia, PA  19104, United States","Zhou, X., School of Economics and Management, Xidian University, Xi'an, 710126, China, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, 100190, China; Wang, Y., School of Management, Northwestern Polytechnical University, Xi'an, 710129, China; Chai, J., School of Economics and Management, Xidian University, Xi'an, 710126, China; Wang, L., International Business School, Shaanxi Normal University, Xi'an, 710119, China; Wang, S., Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, 100190, China; Lev, B., LeBow College of Business, Drexel University, Philadelphia, PA  19104, United States","Accompanying with strengthening consciousness of environmental protection and social security, developing sustainable supply chain (SSC) has been becoming more and more important. Under this background, it is essential to deeply understand and evaluate SSCs from comprehensive economy-environment-society aspects. In order to do this, this paper considers the SSC as a dynamic three-stage network system consisting of supplier, manufacturer and distributor across multiple periods, and establishes a novel dynamic network DEA model with desirable and undesirable indicators to compute the detailed efficiencies based on both effective and invalid production frontiers. In the model, the degrees of environmental pollution and customer satisfaction are described as interval type-2 fuzzy sets. Then a method considering the optimistic-pessimistic attitude of decision makers is introduced to get solutions. For case study, the proposed DEA model is used to evaluate 20 SSCs, and analysis from time and stage perspectives are conducted to show the detailed performance. According to the results, the evaluated SSCs can be divided into four groups with different patterns, the weakness stage and period for each SSC can also be identified. The comparison and sensitivity analysis demonstrates our proposed model has more discriminating power and the ability of providing more managerial insights. Not only the sensitivity degree of a SSC to the attitude change of decision makers can be determined, but also the important indicator in different aspects for each SSC can be pointed out. © 2019","Double frontiers; Dynamic network DEA; Interval type-2 fuzzy sets; Sustainable supply chain","Customer satisfaction; Decision making; Fuzzy sets; Manufacture; Sensitivity analysis; Supply chains; Discriminating power; Double frontiers; Dynamic network; Environmental pollutions; Interval type-2 fuzzy; Interval type-2 fuzzy sets; Production frontier; Sustainable supply chains; Sustainable development",Article,"Final","",Scopus,2-s2.0-85069577669
"Orji I.J., Kusi-Sarpong S., Gupta H., Okwu M.","56406384000;56960490300;7201692177;57190165691;","Evaluating challenges to implementing eco-innovation for freight logistics sustainability in Nigeria",2019,"Transportation Research Part A: Policy and Practice","129",,,"288","305",,33,"10.1016/j.tra.2019.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071979453&doi=10.1016%2fj.tra.2019.09.001&partnerID=40&md5=5e91034790ad9bd79a0cdba5748e874a","Research Center for Smarter Supply Chain, Dongwu Business School, Soochow University, No. 50 Donghuan Road, Suzhou, Jiangsu  215006, China; Southampton Business School, University of Southampton, Southampton, S017 1BJ, United Kingdom; Department of Management Studies, Indian Institute of Technology (Indian School of Mines) Dhanbad, India; Department of Mechanical Engineering, Federal University of Petroleum Resources, Effurun, Delta State, Nigeria","Orji, I.J., Research Center for Smarter Supply Chain, Dongwu Business School, Soochow University, No. 50 Donghuan Road, Suzhou, Jiangsu  215006, China; Kusi-Sarpong, S., Southampton Business School, University of Southampton, Southampton, S017 1BJ, United Kingdom; Gupta, H., Department of Management Studies, Indian Institute of Technology (Indian School of Mines) Dhanbad, India; Okwu, M., Department of Mechanical Engineering, Federal University of Petroleum Resources, Effurun, Delta State, Nigeria","Globally, even as environmental protection and sustainability are becoming increasingly important, freight transportation firms are faced with the enormous need to reduce the significant environmental burdens that accrue from transport vehicles. Eco-innovation can aid freight transport firms through fostering sustainable transportation alternatives at best possible costs to ensure effective decision- making for freight logistics sustainability. Yet, freight logistics companies are faced with numerous difficulties when attempting to implement eco-innovation practices along their supply chains. This paper therefore identifies the challenges to implementing eco-innovation practices for freight logistics sustainability to aid management to take informed decisions to overcome these challenges before the environmental burdens become critical. The Best- Worst method is adopted to evaluate and rank these challenges in terms of their relative importance in Nigeria, an emerging economy, which is characterized by increased consumption due to huge population size coupled with government green requirements. The results depict that unavailable funds, lack of clarity on the financial benefits of eco-innovation practices, poor technology infrastructure and reluctant attitude towards eco-innovation practices are the most pressing challenges amongst the challenges faced by Nigeria freight logistics companies. These results will provide insight and guidelines for decision-makers and policymakers in the freight logistics sector who seeks to integrate eco-innovation initiatives to achieve sustainability. © 2019 Elsevier Ltd","Eco-innovation; Economic prosperity; Freight transportation; Nigeria; Social welfare; Sustainability","Decision making; Population statistics; Supply chains; Sustainable development; Eco-innovation; Economic prosperity; Emerging economies; Environmental burdens; Nigeria; Social welfare; Sustainable transportation; Technology infrastructure; Freight transportation; decision making; freight transport; guideline; innovation; sustainability; technology adoption; transportation policy; welfare provision; Nigeria",Article,"Final","",Scopus,2-s2.0-85071979453
"Ghassim B., Bogers M.","57200329570;36117631500;","Linking stakeholder engagement to profitability through sustainability-oriented innovation: A quantitative study of the minerals industry",2019,"Journal of Cleaner Production","224",,,"905","919",,33,"10.1016/j.jclepro.2019.03.226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064168108&doi=10.1016%2fj.jclepro.2019.03.226&partnerID=40&md5=a26e480e5cd04a057978e668ad095f4b","Unit for Innovation, Entrepreneurship and Management, Department of Food and Resource Economics, University of Copenhagen, Rolighedsvej 25, Frederiksberg, 1958, Denmark; Garwood Center for Corporate Innovation, F402 Haas School of Business, #1930, University of California, Berkeley, Berkeley, CA  94720-1930, United States; The School of Business and Economics, UiT-The Arctic University of Norway, Breivangvegen 23, Tromsø, 9010, Norway","Ghassim, B., The School of Business and Economics, UiT-The Arctic University of Norway, Breivangvegen 23, Tromsø, 9010, Norway; Bogers, M., Unit for Innovation, Entrepreneurship and Management, Department of Food and Resource Economics, University of Copenhagen, Rolighedsvej 25, Frederiksberg, 1958, Denmark, Garwood Center for Corporate Innovation, F402 Haas School of Business, #1930, University of California, Berkeley, Berkeley, CA  94720-1930, United States","Firms' capability to develop sustainability-oriented innovation (SOI) can be enhanced by stakeholder engagement (SE) in order to acquire a wide range of external knowledge to support innovation efforts and outcomes. While we understand some of the transactional and relational attributes at stake for firms to leverage engagement with external stakeholders, we do not yet fully understand all the underlying mechanisms that are conducive to greater SOI outputs. At the same time, stakeholder theory emphasizes the importance of such engagement for firms’ financial performance (FP), even though the related findings are far from conclusive. Therefore, this paper suggests and tests a mediation model to investigate the associations between SE, SOI and FP. Based on data collected from 101 mineral companies in Norway, the results show that both transactional and relational interactions are important for improving SOI outputs, and that SOI fully mediates the association between SE and FP (measured by profitability). This suggests that external engagement activities do not directly link to FP, and that the financial benefit begins to appear once a firm is able to transform the acquired knowledge from external stakeholders into innovative outputs. Such open innovation approach thus requires a sustainability orientation to ultimately materialize into a performance benefit. © 2019 Elsevier Ltd","Mediator; Open innovation; Profitability; Stakeholder engagement; Sustainability","Association reactions; Profitability; External knowledge; External stakeholders; Financial benefits; Financial performance; Mediator; Open innovation; Performance benefits; Stakeholder engagement; Sustainable development",Article,"Final","",Scopus,2-s2.0-85064168108
"Tziantopoulos K., Tsolakis N., Vlachos D., Tsironis L.","57208801290;55921449500;35585410100;22137008800;","Supply chain reconfiguration opportunities arising from additive manufacturing technologies in the digital era",2019,"Production Planning and Control","30","7",,"510","521",,33,"10.1080/09537287.2018.1540052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065821114&doi=10.1080%2f09537287.2018.1540052&partnerID=40&md5=33c763d2a1a61a4cc6a98acf92e587f4","Department of Mechanical Engineering, Industrial Management Division, Laboratory of Statistics and Quantitative Analysis Methods, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Engineering, Centre for International Manufacturing Institute for Manufacturing (IfM), University of Cambridge, Cambridge, United Kingdom; Department of Business Administration, Business Excellence Laboratory, University of Macedonia, Thessaloniki, Greece","Tziantopoulos, K., Department of Mechanical Engineering, Industrial Management Division, Laboratory of Statistics and Quantitative Analysis Methods, Aristotle University of Thessaloniki, Thessaloniki, Greece; Tsolakis, N., Department of Engineering, Centre for International Manufacturing Institute for Manufacturing (IfM), University of Cambridge, Cambridge, United Kingdom; Vlachos, D., Department of Mechanical Engineering, Industrial Management Division, Laboratory of Statistics and Quantitative Analysis Methods, Aristotle University of Thessaloniki, Thessaloniki, Greece; Tsironis, L., Department of Business Administration, Business Excellence Laboratory, University of Macedonia, Thessaloniki, Greece","The aim of this study is to explore the impact of additive manufacturing (AM) technologies on the configuration opportunities of supply chains (SCs) within the digital manufacturing era. To this effect, we first conduct a critical taxonomy of existing research efforts and then propose an integrated decision-making process for the design and management of SCs defined by digital manufacturing technologies. Following, we provide an integrated framework for future SC reconfiguration opportunities arising from the adoption of AM on a supply network setting. Our analysis demonstrates the significant ramifications of AM techniques on SC configuration and sustainability performance as opposed to conventional value networks; however, existing research is evidently limited due to scope related challenges and the inherent complexity at the manufacturing echelon of the respective supply networks. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","Additive manufacturing; critical taxonomy; digital manufacturing; hierarchical decision-making process; supply chain reconfiguration framework","3D printers; Additives; Industrial research; Supply chains; Taxonomies; Additive manufacturing technology; Digital manufacturing; Hierarchical decisions; Inherent complexity; Integrated decision-making process; Integrated frameworks; Research efforts; Sustainability performance; Decision making",Article,"Final","",Scopus,2-s2.0-85065821114
"Ishfaq R., Bajwa N.","14520303900;56954868900;","Profitability of online order fulfillment in multi-channel retailing",2019,"European Journal of Operational Research","272","3",,"1028","1040",,33,"10.1016/j.ejor.2018.07.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054016046&doi=10.1016%2fj.ejor.2018.07.047&partnerID=40&md5=5604069a47f4f3a7aa6ebd10ebba7741","Associate Professor, Harbert College of Business, Auburn University, 434 Lowder Hall, Auburn, AL  36849, United States; College of Business, University of Arkansas, 221 Reynold's Business Building, Little Rock, AR  72204, United States","Ishfaq, R., Associate Professor, Harbert College of Business, Auburn University, 434 Lowder Hall, Auburn, AL  36849, United States; Bajwa, N., College of Business, University of Arkansas, 221 Reynold's Business Building, Little Rock, AR  72204, United States","Store-based retailers have been concerned about the high fulfillment costs and low gross margins of their online sales. This paper incorporates such issues in a non-linear mixed-integer profit maximization model of the online order fulfillment process for multi-channel retailers. A solution approach based on an iterative outer-approximation technique is developed. Using empirical data from a large U.S. retailer, the profitability of different options used by multi-channel retailers to fill online orders is evaluated. Managerial insights are developed through a factorial research design that highlights the effect of relevant logistics processes and fulfillment methods on the profitability of online sales for retailers. © 2018 Elsevier B.V.","E-commerce; Multi-channel retail; Order fulfillment; Profitability","Electronic commerce; Iterative methods; Profitability; Empirical data; Logistics process; Multi channel; Order fulfillment; Outer approximation; Profit maximization; Research designs; Solution approach; Sales",Article,"Final","",Scopus,2-s2.0-85054016046
"Agrawal S., Avadhanula V., Goyal V., Zeevi A.","7403054681;57190335675;14028153300;7102794829;","MNL-bandit: A dynamic learning approach to assortment selection",2019,"Operations Research","67","5",,"1453","1485",,33,"10.1287/opre.2018.1832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073462797&doi=10.1287%2fopre.2018.1832&partnerID=40&md5=cd68f59ace057d4e82c12bd88beb7a7a","Department of Industrial Engineering and Operations Research, Fu Foundation School of Engineering and Applied Science, Columbia University, New York, NY  10027, United States; Decision, Risk, and Operations Division, Columbia Business School, Columbia University, New York, NY  10027, United States","Agrawal, S., Department of Industrial Engineering and Operations Research, Fu Foundation School of Engineering and Applied Science, Columbia University, New York, NY  10027, United States; Avadhanula, V., Decision, Risk, and Operations Division, Columbia Business School, Columbia University, New York, NY  10027, United States; Goyal, V., Department of Industrial Engineering and Operations Research, Fu Foundation School of Engineering and Applied Science, Columbia University, New York, NY  10027, United States; Zeevi, A., Decision, Risk, and Operations Division, Columbia Business School, Columbia University, New York, NY  10027, United States","We consider a dynamic assortment selection problem where in every round the retailer offers a subset (assortment) of N substitutable products to a consumer, who selects one of these products according to a multinomial logit (MNL) choice model. The retailer observes this choice, and the objective is to dynamically learn the model parameters while optimizing cumulative revenues over a selling horizon of length T. We refer to this exploration-exploitation formulation as the MNL-Bandit problem. Existing methods for this problem follow an explore-then-exploit approach, which estimates parameters to a desired accuracy and then, treating these estimates as if they are the correct parameter values, offers the optimal assortment based on these estimates. These approaches require certain a priori knowledge of ""separability,"" determined by the true parameters of the underlying MNL model, and this in turn is critical in determining the length of the exploration period. (Separability refers to the distinguishability of the true optimal assortment from the other suboptimal alternatives.) In this paper, we give an efficient algorithm that simultaneously explores and exploits, without a priori knowledge of any problemparameters. Furthermore, the algorithm is adaptive in the sense that its performance is near optimal in the ""wellseparated"" case as well as the general parameter setting where this separation need not hold. © 2019 INFORMS.","Assortment optimization; Exploration-exploitation; Multinomial logit; Upper confidence bound","Sales; Assortment optimization; Assortment selections; Distinguishability; Exploration exploitations; Multinomial Logit; Parameter setting; Substitutable products; Upper confidence bound; Parameter estimation",Article,"Final","",Scopus,2-s2.0-85073462797
"Vlačić E., Dabić M., Daim T., Vlajčić D.","57201136437;6507123949;35565192000;57190749414;","Exploring the impact of the level of absorptive capacity in technology development firms",2019,"Technological Forecasting and Social Change","138",,,"166","177",,33,"10.1016/j.techfore.2018.08.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052822247&doi=10.1016%2fj.techfore.2018.08.018&partnerID=40&md5=3cdefb6845e58dc0bb992c8164fd4764","NOVAMINA CIT, Zagreb, Croatia; University of Zagreb, Faculty of Economics and Business, Zagreb, Croatia; Nottingham Trent University, Nottingham, United Kingdom; Portland State University, Department of Engineering & Technology, Portland, United States","Vlačić, E., NOVAMINA CIT, Zagreb, Croatia; Dabić, M., University of Zagreb, Faculty of Economics and Business, Zagreb, Croatia, Nottingham Trent University, Nottingham, United Kingdom; Daim, T., Portland State University, Department of Engineering & Technology, Portland, United States; Vlajčić, D., University of Zagreb, Faculty of Economics and Business, Zagreb, Croatia","Absorptive capacity (ACAP) is widely recognized as an effective means of obtaining and sustaining a competitive advantage. Although ACAP was globally introduced decades ago, researchers from Central and Eastern Europe have since underestimated its importance. The research objective of this paper is to answer the following questions: how does the level of ACAP influence the performances of technology-driven firms, and how does it catalyse their innovation outputs? Furthermore, we argue that exporting technology-driven firms possess even higher levels of ACAP than those who are weak or not-at-all exporters. ACAP measured value is examined alongside the innovation outputs of firms and their business performance, with an extended focus on exporters. A selected population of >600 Croatian firms were asked to fill in the questionnaire. Out of the 103 firms that completed the survey, 45 were recognized as intensive technology development performers, and 34 were identified as large exporters. Both populations were tested against formulated hypotheses, ultimately proving that higher levels of ACAP can be seen to positively drive innovation performance which, notably, can be seen most clearly with exporters. © 2018 Elsevier Inc.",,"Competition; Absorptive capacity; Business performance; Central and Eastern Europe; Competitive advantage; Innovation performance; Measured values; Research objectives; Technology development; Surveys; firm ownership; innovation; performance assessment; technological development; technology adoption; technology policy; Croatia",Article,"Final","",Scopus,2-s2.0-85052822247
