Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Ajayi S.O., Oyedele L.O.","56394201100;15623716300;","Critical design factors for minimising waste in construction projects: A structural equation modelling approach",2018,"Resources, Conservation and Recycling","137",,,"302","313",,45,"10.1016/j.resconrec.2018.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049305049&doi=10.1016%2fj.resconrec.2018.06.005&partnerID=40&md5=dc802ec469428ee4a4c5f114e8c79257","School of Built Environment and Engineering, Leeds Beckett University, Leeds, United Kingdom; Big Data Analytics Laboratory, Bristol Business School, University of the West of England, Bristol, United Kingdom","Ajayi, S.O., School of Built Environment and Engineering, Leeds Beckett University, Leeds, United Kingdom; Oyedele, L.O., Big Data Analytics Laboratory, Bristol Business School, University of the West of England, Bristol, United Kingdom","Notwithstanding that efforts made at the design stage of building construction projects have significant impacts on project outcome, most waste management efforts are usually focused on construction stage. This is albeit the understanding that construction waste could be significantly reduced through design activities. This study investigates the underlying design measures that are capable of minimising waste generated by construction and demolition activities. Using exploratory sequential mixed method research, the study employs focus group discussions and thematic analysis at the exploratory phase, while questionnaire and structural equation modelling were used at the explanatory stage of the study. The study suggests that construction waste could be significantly reduced by designing for standard materials size and by designing for modern method of construction, thereby minimising waste due to breakage, materials leftover and other major causes of waste. The study further suggests that the design process and design documentation are key underlying measures for mitigating waste in construction projects. This could be enhanced through such critical success factors as a collaborative delivery process, which is characterised by early involvement of contractors and adequate coordination of design between various disciplines involved. Findings of this study would assist designers and other construction stakeholders in understanding the significant measures for designing out waste in construction projects. © 2018","Collaborative design; Design document; Design out waste; Dimensional coordination; Modern method of construction; Structural equation modelling","Design; Waste management; Collaborative design; Design documents; Dimensional coordinations; Modern method of constructions; Structural equation modelling; Project management; construction; demolition; design; numerical model; stakeholder; waste management; article; coordination; documentation; exploratory research; human; human experiment; questionnaire; structural equation modeling; thematic analysis",Article,"Final","",Scopus,2-s2.0-85049305049
"Yao M., Di H., Zheng X., Xu X.","57188565319;57200368593;36553769000;55706314100;","Impact of payment technology innovations on the traditional financial industry: A focus on China",2018,"Technological Forecasting and Social Change","135",,,"199","207",,45,"10.1016/j.techfore.2017.12.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040983478&doi=10.1016%2fj.techfore.2017.12.023&partnerID=40&md5=be52f2663b4e16be4357a6388a555323","School of Management, Jilin University, 5988 Renmin Avenue, Changchun, China; Department of Information Technology & Decision Sciences, Old Dominion University, Norfolk, VA  23529, United States; School of Business Administration, American University of Sharjah, PO Box 26666, Sharjah, United Arab Emirates","Yao, M., School of Management, Jilin University, 5988 Renmin Avenue, Changchun, China; Di, H., School of Management, Jilin University, 5988 Renmin Avenue, Changchun, China; Zheng, X., Department of Information Technology & Decision Sciences, Old Dominion University, Norfolk, VA  23529, United States; Xu, X., School of Business Administration, American University of Sharjah, PO Box 26666, Sharjah, United Arab Emirates","With the rapid advent of e-commerce in China, the technological innovation of third-party payment has experienced explosive growth. This important technological innovation, initiated by emerging Internet companies, is helping the traditional financial industry's payment business—represented by commercial banks—expand in both depth and breadth. Meanwhile, there is also a large degree of substitution, competition and crowding out among these banks in terms of the traditional financial industry's basic payment and settlement functions, potential customers, deposit and loan services and traditional intermediary business. This paper explores the impact (episodic and long-term steady-state) of the technological innovation of payment on commercial banks. It also considers the impact of technological innovation on industrial evolution to clarify whether technological innovation offsets the advantages of traditional industries or promotes industrial development. This study adopts the Vector Auto-Regression (VAR) impulse response model to analyze the impact of Internet Third-Party Payment (TPP) on the traditional financial industry from 2007 to 2014. The empirical results suggest that in China, third-party payments have had a significant positive correlation with the value creation capabilities of traditional financial industries, and that this relationship tends to remain in a steady state in the long term. Based on these findings, this paper confirms that the technological innovation of methods of payment in emerging economies, such as China, has promoted the development of the financial industry and accelerated the process of industrial evolution. We conclude the paper with feasible policy suggestions. © 2018 The Author(s)","Economic Value Added (EVA); Industrial evolution; Technological innovation; Third-party payment","Finance; Impulse response; Degree of substitution; Economic value-added; Impulse response model; Industrial development; Industrial evolution; Positive correlations; Technological innovation; Third party payments; Competition; banking; economic growth; economics; financial system; industrial development; innovation; technological development; vector autoregression; China",Article,"Final","",Scopus,2-s2.0-85040983478
"Sanchez Badini O., Hajjar R., Kozak R.","57189703766;22979898100;7005591476;","Critical success factors for small and medium forest enterprises: A review",2018,"Forest Policy and Economics","94",,,"35","45",,45,"10.1016/j.forpol.2018.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048864011&doi=10.1016%2fj.forpol.2018.06.005&partnerID=40&md5=795c917fe5e11a2ffae03f5db85f784f","Yale School of Forestry & Environmental Studies, Yale School of Management, Yale University, Address: 165 Whitney Ave, New Haven, CT  06511, United States; Forest Ecosystems and Society, Oregon State University, 321 Richardson Hall, Corvallis, OR  97331, United States; Faculty of Forestry, University of British Columbia, Main Mall, Vancouver, BC  V6T 1Z4, Canada","Sanchez Badini, O., Yale School of Forestry & Environmental Studies, Yale School of Management, Yale University, Address: 165 Whitney Ave, New Haven, CT  06511, United States; Hajjar, R., Forest Ecosystems and Society, Oregon State University, 321 Richardson Hall, Corvallis, OR  97331, United States; Kozak, R., Faculty of Forestry, University of British Columbia, Main Mall, Vancouver, BC  V6T 1Z4, Canada","Small and medium forest enterprises (SMFEs) are small firms in developing countries aimed at generating income from a diverse set of forest-related activities. They result in multiple dimensions of economic, social, and cultural prosperity in forest-dependent economies, and as such they constitute an important strategy for fostering prosperity. However, SMFEs face a number of barriers and challenges, including inhospitable or incompatible regulatory environments, difficulties achieving economies of scale, and insufficient access to technical and financial capacity to overcome these issues. Through a comprehensive literature review of scholarly research published on the subject of SMFE failures and successes, our study addressed the following question: what political, economic, and socio-cultural conditions are needed for SMFEs to thrive? In answering this question, we identified and characterized twelve (12) emergent critical success factors (CSFs) of enabling business environments: macroeconomic setting, regulatory frameworks, forest law enforcement, tenure and ownership rights, management and land use planning rights, markets, natural capital, financial capital, forest management capacities, business management capacities, organizational capacities, and clustering. The integrative enabling environment framework proposed in our study can be used as a tool by practitioners seeking to promote SMFEs through programs of support or policy reforms. By considering the various CSFs that act as the foundation for successful SMFE development, the efficacy of forest-dependent livelihood interventions aiming to achieve prosperity around the world can be meaningfully enhanced. © 2018 Elsevier B.V.","Critical success factors; Enabling environments; Forest-dependent people; Forests; Poverty; Small and medium enterprises","Developing countries; Economics; Land use; Laws and legislation; Critical success factor; Enabling environments; Forest-dependent people; Forests; Poverty; Small and medium enterprise; Forestry; Commerce; Developing Countries; Economics; Environments; Forest Management; Forestry; Forests; Land Use",Article,"Final","",Scopus,2-s2.0-85048864011
"Hsieh W.-L., Ganotakis P., Kafouros M., Wang C.","57223591550;35748432900;23090802500;16306142000;","Foreign and Domestic Collaboration, Product Innovation Novelty, and Firm Growth",2018,"Journal of Product Innovation Management","35","4",,"652","672",,45,"10.1111/jpim.12435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037979339&doi=10.1111%2fjpim.12435&partnerID=40&md5=45b94c9981caff36f87348e40e32eb10","Department of Industrial Engineering and Enterprise Information, Tunghai University, Taiwan; University of Liverpool Management School and UOWD, United Kingdom; Leeds University Business School, United Kingdom; Nottingham University Business School, University of Nottingham, United Kingdom","Hsieh, W.-L., Department of Industrial Engineering and Enterprise Information, Tunghai University, Taiwan; Ganotakis, P., University of Liverpool Management School and UOWD, United Kingdom; Kafouros, M., Leeds University Business School, United Kingdom; Wang, C., Nottingham University Business School, University of Nottingham, United Kingdom","Although prior research underscores the benefits of external collaboration for a firm's innovative output, little research has examined the role that collaboration plays across the different stages of the innovation process. Drawing from organizational learning theory, this article examines (1) how collaboration with domestic partners assists in the formation of collaborations with foreign partners, (2) how knowledge from these collaborations is associated with product innovation at different levels of novelty, and (3) how the relationship between the level of innovation novelty and firm growth is influenced by whether the focal firm engages in open or closed innovation and the origin of the collaborator (foreign or domestic). Three key findings emerge from the econometric analysis of a sample of 1684 Taiwanese firms. First, domestic collaborations assist in the formation of foreign collaborations when the partner type is the same. Second, the level of innovation novelty is associated with the type and geographic location of partners. This study differentiates among noninnovating firms, incremental innovators, and radical innovators and demonstrates that the role of partners changes as the number of countries in which a firm collaborates with each partner type increases. Third, only radical innovation is relevant to firm growth, regardless of whether it is developed internally or through collaboration with domestic or foreign partners. © 2017 The Authors Journal of Product Innovation Management published by Wiley Periodicals, Inc. on behalf of Product Development & Management Association",,"Management; Closed innovations; Econometric analysis; Geographic location; Innovation process; Level of innovation; Organizational learning; Product innovation; Radical innovation",Article,"Final","",Scopus,2-s2.0-85037979339
"Li Y., Shi X., Emrouznejad A., Liang L.","56044375400;57191894322;6603504583;25632675700;","Environmental performance evaluation of Chinese industrial systems: A network SBM approach",2018,"Journal of the Operational Research Society","69","6",,"825","839",,45,"10.1057/s41274-017-0257-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021114529&doi=10.1057%2fs41274-017-0257-9&partnerID=40&md5=c187da23c244a721579053c3eff5fe3b","School of Management, University of Science and Technology of China, Hefei, China; School of Finance, Shandong University of Finance and Economics, Jinan, China; Aston Business School, Aston University, Birmingham, United Kingdom","Li, Y., School of Management, University of Science and Technology of China, Hefei, China; Shi, X., School of Finance, Shandong University of Finance and Economics, Jinan, China; Emrouznejad, A., Aston Business School, Aston University, Birmingham, United Kingdom; Liang, L., School of Management, University of Science and Technology of China, Hefei, China","In recent years, environmental problems caused by industries in China have drawn increasing attention to both academics and policy makers. This paper assesses the environmental efficiency of Chinese regional industrial systems to come up with some recommendations to policy makers. First, we divided each Chinese regional industrial system into a production process and a pollutant treatment process. Then, we built a scientific input-intermediate-output index system by introducing a new network slacks-based model (NSBM) model. This study is the first to combine NSBM with DEA window analysis to give a dynamic evaluation of the environmental efficiency. This enables us to assess the environmental efficiency of Chinese regional industrial systems considering their internal structure as well as Chinas policies concerning resource utilization and environmental protection. Hence, the overall efficiency of each regional industrial system is decomposed into production efficiency and pollutant treatment efficiency. Our empirical results suggest: (1) 66.7% of Chinese regional industrial systems are overall inefficient. 63.3 and of 66.7% Chinese regional industrial systems are inefficient in the production process and the pollutant treatment process, respectively. (2) The efficiency scores for the overall system and both processes are all larger in the eastern area of China than those of the central and western areas. (3) Correlation analysis indicates that SO2 generation intensity (SGI), solid waste generation intensity, COD discharge intensity, and SO2 discharge intensity have significantly negative impacts on the overall efficiency. (4) The overall inefficiency is mainly due to inefficiency of the pollutant treatment process for the majority of regional industrial systems. (5) In general, the overall efficiency was trending up from 2004 to 2010, indicating that the substantial efforts China has devoted to protecting the environment have yielded benefits. © 2017 Operational Research Society.","Chinese industrial systems; Data envelopment analysis (DEA); Environmental performance; Network SBM model; Window analysis","Data envelopment analysis; Decision making; Environmental management; Pollution; Environmental efficiency; Environmental performance; Environmental performance evaluations; Environmental problems; Industrial systems; SBM models; Solid waste generation; Window analysis; Efficiency",Article,"Final","",Scopus,2-s2.0-85021114529
"Palese B., Usai A.","57193225894;57217902664;","The relative importance of service quality dimensions in E-commerce experiences",2018,"International Journal of Information Management","40",,,"132","140",,45,"10.1016/j.ijinfomgt.2018.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042178089&doi=10.1016%2fj.ijinfomgt.2018.02.001&partnerID=40&md5=f875d1d407fd3a61bf671018aa76a112","SDEIS Department, E. J. Ourso College of Business, Louisiana State University, United States; Department of economics and business, University of Sassari, Italy","Palese, B., SDEIS Department, E. J. Ourso College of Business, Louisiana State University, United States; Usai, A., Department of economics and business, University of Sassari, Italy","Purpose: The proliferation of socialized data offers an unprecedented opportunity for customer service measurement. This paper addresses the problem of adequately measuring service quality using socialized data. Design/methodology/approach: The theoretical basis for the study is the widely used SERVQUAL model and we leverage a dataset uniquely suited for the analysis: the full database of online reviews generated on the website of the leading price comparison engine in Italy. Adopting a weakly supervised topic model, we extract the dimensions of service quality from these reviews. We use a linear regression to compare service quality dimensions between positive and negative opinions. Findings: First, we show that socialized textual data, not just quantitative ratings, provide a wealth of customer service information that can be used to measure service quality. Second, we demonstrate that the distribution of topics in online opinions differs significantly between positive and negative reviews. Specifically, we find that concerns about merchant responsiveness dominate negative reviews. Practical implications: Our research has important implications for designers of online review systems and marketers seeking novel approaches to the measurement of service quality. Our study shows that evaluation systems designed considering the knowledge extracted directly from customers’ review lead to a service quality measurement that not only is theory-based, but also more accurate. Originality/value: We believe this is the first study to combine the advanced text mining technique of topic modeling and SERVQUAL to extract specific service dimensions from socialized data. Using these advanced techniques, we point to systematic differences between positive and negative customer opinions. We are not aware of any study that has shown these differences with either traditional approaches (i.e., survey data) or modern techniques (e.g. text mining). © 2018 Elsevier Ltd","Online review; Service quality; SERVQUAL; Text mining; Topic model","Online systems; Quality control; Quality of service; Sales; Online reviews; Service Quality; SERVQUAL; Text mining; Topic Modeling; Data mining",Article,"Final","",Scopus,2-s2.0-85042178089
"Gupta A., Misangyi V.F.","56669022600;6504013053;","Follow the leader (or not): The influence of peer CEOs’ characteristics on interorganizational imitation",2018,"Strategic Management Journal","39","5",,"1437","1472",,45,"10.1002/smj.2765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045115575&doi=10.1002%2fsmj.2765&partnerID=40&md5=96e9d64dabc6ffaa4c5708784e23a0b5","Department of Management and Organization, Foster School of Business, The University of Washington, Seattle, WA, United States; Department of Management and Organization, Smeal College of Business, The Pennsylvania State University, University Park, PA, United States","Gupta, A., Department of Management and Organization, Foster School of Business, The University of Washington, Seattle, WA, United States; Misangyi, V.F., Department of Management and Organization, Smeal College of Business, The Pennsylvania State University, University Park, PA, United States","Research Summary: We argue that because charisma and narcissism represent widely held prototypes of effective and ineffective forms of leadership, respectively, the likelihood that a focal firm will imitate the practices of its peer firms is affected by these peer firms’ CEO characteristics. We theorize that peer firm CEO charisma enhances the focal firm’s imitation of peer firms’ behaviors, while peer firm CEO narcissism diminishes it. We further posit that the uncertainty of the context affects these imitation processes: industry dynamism and prior experience in a given strategic domain, respectively, strengthens and dampens focal firms’ susceptibility to these peer CEOs’ attributes. We test and find support for these ideas using a longitudinal sample of Fortune 500 firms in two distinct domains, corporate strategy and corporate social responsibility. Managerial Summary: When companies are uncertain about the costs and benefits of strategic actions this may lead them to imitate the actions of peer companies. But given the uncertainty, the challenge for executives is: which companies to emulate and which to ignore? In a sample of Fortune 500 companies, we find that the charisma or narcissism of a peer company’s CEO positively or negatively influences, respectively, the degree to which the peer company’s strategic actions are imitated. We reason that this is because these particular CEO attributes are widely believed to drive leadership effectiveness or ineffectiveness, respectively. We also find that the effects of these CEO characteristics on imitation are stronger in dynamic industry environments and weaker for companies that already have experience with the given strategy. Copyright © 2018 John Wiley & Sons, Ltd.","interorganizational imitation; practice diffusion; upper echelons","Planning; Corporate social responsibilities (CSR); Corporate strategies; Costs and benefits; Dynamic industry; Follow the leaders; Imitation process; Inter-organizational; Upper echelons; Management",Article,"Final","",Scopus,2-s2.0-85045115575
"Butterworth M.","57200938605;","The ICO and artificial intelligence: The role of fairness in the GDPR framework",2018,"Computer Law and Security Review","34","2",,"257","268",,45,"10.1016/j.clsr.2018.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042662358&doi=10.1016%2fj.clsr.2018.01.004&partnerID=40&md5=98f4238e9274d2d306b85cb7adcb53f2","Fieldfisher LLP, London, United Kingdom","Butterworth, M., Fieldfisher LLP, London, United Kingdom","The year 2017 has seen many EU and UK legislative initiatives and proposals to consider and address the impact of artificial intelligence on society, covering questions of liability, legal personality and other ethical and legal issues, including in the context of data processing. In March 2017, the Information Commissioner's Office (UK) updated its big data guidance to address the development of artificial intelligence and machine learning, and to provide (GDPR), which will apply from 25 May 2018. This paper situates the ICO's guidance in the context of wider legal and ethical considerations and provides a critique of the position adopted by the ICO. On the ICO's analysis, the key challenge for artificial intelligence processing personal data is in establishing that such processing is fair. This shift reflects the potential for artificial intelligence to have negative social consequences (whether intended or unintended) that are not otherwise addressed by the GDPR. The question of ‘fairness’ is an important one, to address the imbalance between big data organisations and individual data subjects, with a number of ethical and social impacts that need to be evaluated. © 2018 Michael Butterworth","Artificial intelligence (AI); Big data analytics; Collective rights; Data ethics; Fairness; General Data Protection Regulation (GDPR); Regulations","Artificial intelligence; Data handling; Data privacy; Economic and social effects; Laws and legislation; Learning systems; Philosophical aspects; Big Data Analytics; Collective rights; Data ethics; Fairness; General data protection regulations; Regulations; Big data",Article,"Final","",Scopus,2-s2.0-85042662358
"Starr E., Balasubramanian N., Sakakibarac M.","57195201764;25624473300;7102236232;","Screening spinouts? How noncompete enforceability affects the creation, growth, and survival of new firms",2018,"Management Science","64","2",,"552","572",,45,"10.1287/mnsc.2016.2614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042868331&doi=10.1287%2fmnsc.2016.2614&partnerID=40&md5=f5cabd87a17dbddc63d6c863004e4c14","Robert H. Smith School of Business, University of Maryland, College Park, MD  20742, United States; Whitman School of Management, Syracuse University, Syracuse, NY  13244, United States; Anderson School of Management, University of California, Los Angeles, Los Angeles, CA  90095, United States","Starr, E., Robert H. Smith School of Business, University of Maryland, College Park, MD  20742, United States; Balasubramanian, N., Whitman School of Management, Syracuse University, Syracuse, NY  13244, United States; Sakakibarac, M., Anderson School of Management, University of California, Los Angeles, Los Angeles, CA  90095, United States","This paper examines how the enforceability of noncompete covenants affects the creation, growth, and survival of spinouts and other new entrants. The impact of noncompete enforceability on new firms is ambiguous, since noncompetes reduce knowledge leakage but impose hiring costs. However, we posit that enforceability screens formation of within-industry spinouts (WSOs) relative to non-WSOs by dissuading founders with lower human capital. Using data on 5.5 million new firms, we find greater enforceability is associated with fewer WSOs, but relative to non-WSOs, WSOs that are created tend to start and stay larger, are founded by higher-earners, and are more likely to survive their initial years. In contrast, we find no impact on non-WSO entry and a negative effect on size and short-term survival. © 2017 INFORMS..","Firm performance; Market entry; Noncompete agreements; Spinouts; Start-ups","Operations research; Firm Performance; Human capitals; Market entry; Short term; Spinouts; Management",Article,"Final","",Scopus,2-s2.0-85042868331
"Zamani E.D., Giaglis G.M.","36186331500;6701318844;","With a little help from the miners: distributed ledger technology and market disintermediation",2018,"Industrial Management and Data Systems","118","3",,"637","652",,45,"10.1108/IMDS-05-2017-0231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044579220&doi=10.1108%2fIMDS-05-2017-0231&partnerID=40&md5=c27c84d1355b475e812f7d237beeee41","School of Computer Science and Informatics, De Montfort University, Leicester, United Kingdom; Department of Management Science and Technology, Athens University of Economics and Business, Athens, Greece","Zamani, E.D., School of Computer Science and Informatics, De Montfort University, Leicester, United Kingdom; Giaglis, G.M., Department of Management Science and Technology, Athens University of Economics and Business, Athens, Greece","Purpose: The purpose of this paper is to argue for the role of the blockchain, i.e., distributed ledger technology, in building innovative business models, including machine money, autonomous economic agents and decentralised organisations. Design/methodology/approach: The paper is conceptual/argumentative. As such, it draws on research on (e-)commerce, theories of markets, disruptive innovation and extant studies and conceptual work at the intersection of cryptocurrencies, machine-to-machine commerce and the Internet of Things. Findings: The authors highlight three application areas for blockchains, whereby they can function as applications, can help develop autonomous economic agents and can lead the development of decentralised autonomous organisations. With regards to the question of market disintermediation, the authors suggest that, rather than complete disintermediation, the most probable scenario is that of new types of intermediaries finding previously unthinkable roles to play in mediating blockchain-based economic transactions. With regards to the inhibitors that slow down the technology’s adoption and, therefore, the development of new business applications, the authors posit that these relate mainly to the inherent risk of the technology, infrastructure requirements, scepticism of early decision makers and the lack of required new skills and competencies. Originality/value: The authors examine how new forms of digital money and technologies embedding trust in decentralised networks will alter markets and commerce, at a time when many regulatory issues remain unresolved; in doing so, the authors focus on how blockchain-enabled technologies can be used to enable and further develop decentralised trusted peer-to-peer transaction ledger systems and applications and lead to sustainable business models. © 2018, Emerald Publishing Limited.","Blockchain; Disintermediation; Disruptive technology; Distributed autonomous corporations; Distributed ledger technology; Smart contracts","Autonomous agents; Blockchain; Decision making; Electronic money; Business applications; Design/methodology/approach; Disintermediation; Disruptive innovations; Disruptive technology; Economic transactions; Smart contracts; Sustainable business; Peer to peer networks",Article,"Final","",Scopus,2-s2.0-85044579220
"Smyth H., Lecoeuvre L., Vaesken P.","13410539800;56067104600;56940829900;","Co-creation of value and the project context: Towards application on the case of Hinkley Point C Nuclear Power Station",2018,"International Journal of Project Management","36","1",,"170","183",,45,"10.1016/j.ijproman.2017.04.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019218153&doi=10.1016%2fj.ijproman.2017.04.013&partnerID=40&md5=1d7a840e474e82a3bb3599c5a3202713","The Bartlett School of Construction and Project Management, University College London, 1-19 Torrington Place, WC1E 7HB, London, United Kingdom; Université Côte d'Azur – SKEMA, Skema Business School, 60 rue Dostoïevski – CS 30085, Sophia Antipolis, 06902, France; IAE Lille, University School of Management, Lille University, 104, Avenue du peuple Belge, Lille Cedex, 59043, France","Smyth, H., The Bartlett School of Construction and Project Management, University College London, 1-19 Torrington Place, WC1E 7HB, London, United Kingdom; Lecoeuvre, L., Université Côte d'Azur – SKEMA, Skema Business School, 60 rue Dostoïevski – CS 30085, Sophia Antipolis, 06902, France; Vaesken, P., IAE Lille, University School of Management, Lille University, 104, Avenue du peuple Belge, Lille Cedex, 59043, France","The research analyses decisions as evaluative outcomes regarding project value. The UK-French Hinkley Point C Nuclear Power Station provides the case study. Value is traditionally assessed as inputs and outputs. Here, value is conceptualized as a co-created value proposition at the front-end with implications for realization post-completion. Service-dominant logic (SDL) provides the theoretical lens and contributes to a methodological approach for examining projects. Decision-making outcomes provide the evidence from a range of data sources, including reports and commentaries. The methods are interpretative. The findings show that decision-making extends beyond the time-cost-quality/scope dimensions. The long-term issues regarding value realized are often overlooked. Stakeholders and individual actors have mainly focused upon managing political and financial risks, especially time and cost. The research poses challenges to project management analysis, SDL and research design in assessing evidence. Addressing these issues facilitates a knowledge contribution to SDL theorization and the field of project management. © 2017 Elsevier Ltd, APM and IPMA","Co-creation of value; Co-destruction of value; Decision-making; Interactions; Project front-end; Service-dominant logic","Beam plasma interactions; Computer circuits; Nuclear energy; Nuclear fuels; Project management; Co-creation of values; Front end; Knowledge contributions; Management analysis; Methodological approach; Research analysis; Service-dominant Logic; Value proposition; Decision making; decision making; nuclear power plant; project management",Article,"Final","",Scopus,2-s2.0-85019218153
"Ibanez M.R., Clark J.R., Huckman R.S., Staats B.R.","57203679075;37666645300;6507468848;23981376700;","Discretionary task ordering: Queue management in radiological services",2018,"Management Science","64","9",,"4389","4407",,44,"10.1287/mnsc.2017.2810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049764194&doi=10.1287%2fmnsc.2017.2810&partnerID=40&md5=a1c972f448616c5b0aeb200585e71244","Harvard Business School, Boston, MA  02163, United States; University of Texas at San Antonio, San Antonio, TX  78249, United States; National Bureau of Economic Research, Cambridge, MA  02138, United States; University of North Carolina at Chapel Hill, Chapel Hill, NC  27599, United States","Ibanez, M.R., Harvard Business School, Boston, MA  02163, United States; Clark, J.R., University of Texas at San Antonio, San Antonio, TX  78249, United States; Huckman, R.S., Harvard Business School, Boston, MA  02163, United States, National Bureau of Economic Research, Cambridge, MA  02138, United States; Staats, B.R., University of North Carolina at Chapel Hill, Chapel Hill, NC  27599, United States","Work scheduling research typically prescribes task sequences implemented by managers. Yet employees often have discretion to deviate from their prescribed sequence. Using data from 2.4 million radiological diagnoses, we find that doctors prioritize similar tasks (batching) and those tasks they expect to complete faster (shortest expected processing time). Moreover, they exercise more discretion as they accumulate experience. Exploiting random assignment of tasks to doctors' queues, instrumental variable models reveal that these deviations Erode productivity. This productivity decline lessens as doctors learn from experience. Prioritizing the shortest tasks is particularly detrimental to productivity. Actively grouping similar tasks also reduces productivity, in stark contrast to productivity gains from exogenous grouping, indicating deviation costs outweigh benefits from repetition. By analyzing task completion times, our work highlights the trade-offs between the time required to exercise discretion and the potential gains from doing so, which has implications for how discretion over scheduling should be delegated. © 2017 INFORMS.","Behavioral operations; Decentralization; Delegation; Discretion; Experience; Healthcare; Learning; Queue; Scheduling","Economic and social effects; Health care; Queueing theory; Scheduling; Behavioral operations; Decentralization; Delegation; Discretion; Experience; Learning; Queue; Productivity",Article,"Final","",Scopus,2-s2.0-85049764194
"Lin H., Wu C., Zhou G.","55855455900;57209795616;35319117000;","Forecasting corporate bond returns with a large set of predictors: An iterated combination approach",2018,"Management Science","64","9",,"4218","4238",,44,"10.1287/mnsc.2017.2734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044355872&doi=10.1287%2fmnsc.2017.2734&partnerID=40&md5=f82822d69c8be9f97608a9e37cff9824","Victoria University of Wellington, Kelburn, Wellington, 6012, New Zealand; State University of New York at Buffalo, Buffalo, NY  14228, United States; Olin School of Business, Washington University in St. Louis, St. Louis, MO  63130, United States","Lin, H., Victoria University of Wellington, Kelburn, Wellington, 6012, New Zealand; Wu, C., State University of New York at Buffalo, Buffalo, NY  14228, United States; Zhou, G., Olin School of Business, Washington University in St. Louis, St. Louis, MO  63130, United States","Using a comprehensive return data set and an array of 27 macroeconomic, stock, and bond predictors, we find that corporate bond returns are highly predictable based on an iterated combination model. The large set of predictors outperforms traditional predictors substantially, and predictability generated by the iterated combination is both statistically and economically significant. Stock market and macroeconomic variables play an important role in forming expected bond returns. Return forecasts are closely linked to the evolution of real economy. Corporate bond premia have strong predictive power for business cycle, and the primary source of this predictive power is from the low-grade bond premium. © 2017 INFORMS.","Corporate bonds; Iterated combination; Out-of-sample forecasts; Predictability; Utility gains","Economics; Corporate bond; Iterated combination; Out-of-sample forecast; Predictability; Utility gains; Forecasting",Article,"Final","",Scopus,2-s2.0-85044355872
