Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Zhou H., Li L.","14046222300;55760654300;","The impact of supply chain practices and quality management on firm performance: Evidence from China's small and medium manufacturing enterprises",2020,"International Journal of Production Economics","230",,"107816","","",,26,"10.1016/j.ijpe.2020.107816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085936859&doi=10.1016%2fj.ijpe.2020.107816&partnerID=40&md5=f26a6f0e544adb2e9111876a62b93b01","School of Management Zhejiang University HangzhouZhejiang, China; Strome College of Business Old Dominion University Norfolk, Virginia, United States","Zhou, H., School of Management Zhejiang University HangzhouZhejiang, China; Li, L., Strome College of Business Old Dominion University Norfolk, Virginia, United States","In China, small and medium enterprises (SME) contribute to more than 75% of urban employment opportunities and more than 50% national fiscal revenue. This study uses survey data from 138 small and medium firms in China to explore the impact of supply chain practices and quality management on firm business performances. Business performances include market share performance and innovation performance. The analysis results show that (1) supply chain information sharing has significant positive impact on quality management practices and supplier specific investment; and (2) quality management practices and supplier specific investment have significant positive impact on both market share performance and innovation performance. This study also finds that not only the market share performance and innovation performance but also the level of quality management practice and supplier's specific investment are higher at the coastal Zhejiang province than seven inland provinces. Regarding the supplier specific investment, firms facing severe intense competition tend not to invest as much as those facing fair level of competition. For the firms with different levels of supplier specific investment (i.e. low, and high), this study finds no difference in quality management practice, supply chain information sharing, and business performances. Finally, innovation performance is found to be positively correlated with market share performance. Hopefully, this study reveals the factors how the sample firms achieved sustained success as the average number of years the sample firms existed was 17.5 years which is much longer than the 3.7 years average life cycle of Chinese SMEs. © 2020 Elsevier B.V.","Business performance; China; Quality management; Small and medium enterprises; Supplier specific investment; Supply chain information sharing","Commerce; Competition; Facings; Information analysis; Information dissemination; Investments; Life cycle; Supply chain management; Supply chains; Business performance; Employment opportunities; Innovation performance; Quality management practices; Small and medium enterprise; Small and medium manufacturing enterprise; Supply chain information sharing; Supply chain practices; Quality management",Article,"Final","",Scopus,2-s2.0-85085936859
"Siler K.","24485043700;","Demarcating spectrums of predatory publishing: Economic and institutional sources of academic legitimacy",2020,"Journal of the Association for Information Science and Technology","71","11",,"1386","1401",,26,"10.1002/asi.24339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080126044&doi=10.1002%2fasi.24339&partnerID=40&md5=573af036ab246ecdb5d112909eca9c87","Science Policy Research Unit, University of Sussex, Brighton, United Kingdom","Siler, K., Science Policy Research Unit, University of Sussex, Brighton, United Kingdom","The emergence of open access (OA) publishing has altered incentives and opportunities for academic stakeholders and publishers. These changes have yielded a variety of new economic and academic niches, including journals with questionable peer-review systems and business models, commonly dubbed “predatory publishing.” Empirical analysis of Cabellʼs Journal Blacklist reveals substantial diversity in types and degrees of predatory publishing. While some blacklisted publishers produce journals with many severe violations of academic norms, “gray” journals and publishers occupy borderline or ambiguous niches between predation and legitimacy. Predation in academic publishing is not a simple binary phenomenon and should instead be perceived as a spectrum with varying types and degrees of illegitimacy. Conceptions of predation are based on overlapping evaluations of academic and economic legitimacy. High institutional status benefits publishers by reducing conflicts between—if not aligning—professional and market institutional logics, which are more likely to conflict and create illegitimacy concerns in downmarket niches. High rejection rates imbue high-status journals with value and pricing power, while low-status OA journals face “predatory” incentives to optimize revenue via low selectivity. Status influences the social acceptability of profit-seeking in academic publishing, rendering lower-status publishers vulnerable to being perceived and stigmatized as illegitimate. © 2020 Association for Information Science and Technology",,"Academic publishing; Business models; Empirical analysis; Institutional logic; Peer review system; Rejection rates; Social acceptability; Economics; article; conception; human; illegitimacy; open access publishing; peer review; predation; profit; social acceptance",Article,"Final","",Scopus,2-s2.0-85080126044
"Gamache D.L., Neville F., Bundy J., Short C.E.","56226350200;55536946900;55785668200;57194511984;","Serving differently: CEO regulatory focus and firm stakeholder strategy",2020,"Strategic Management Journal","41","7",,"1305","1335",,26,"10.1002/smj.3134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079174109&doi=10.1002%2fsmj.3134&partnerID=40&md5=de961893db98f80872dddc5f6095e55b","Department of Management, Terry College of Business, University of Georgia, Athens, GA, United States; Strategic Management Area, DeGroote School of Business, McMaster University, Hamilton, ON, Canada; Department of Management and Entrepreneurship, W. P. Carey School of Business, Arizona State University, Tempe, AZ, United States; Strategic Management Area, Graziadio School of Business, Pepperdine University, Malibu, CA, United States","Gamache, D.L., Department of Management, Terry College of Business, University of Georgia, Athens, GA, United States; Neville, F., Strategic Management Area, DeGroote School of Business, McMaster University, Hamilton, ON, Canada; Bundy, J., Department of Management and Entrepreneurship, W. P. Carey School of Business, Arizona State University, Tempe, AZ, United States; Short, C.E., Strategic Management Area, Graziadio School of Business, Pepperdine University, Malibu, CA, United States","Research summary: A fundamental question in stakeholder strategy research is why firms adopt certain strategies or approaches to engage with key stakeholders. Recent research suggests that CEOs' characteristics can influence their general decisions to engage with stakeholders, however, this work has yet to consider why CEOs might utilize specific stakeholder strategies. In this article, we demonstrate how CEO regulatory focus influences the nature of a firm's stakeholder strategy. Specifically, we argue that CEO prevention focus is positively associated with engagement in governance-oriented initiatives and receptivity to governance-oriented stakeholder activism, while CEO promotion focus is positively associated with engagement in socially-oriented initiatives and receptivity to socially-oriented stakeholder activism. We find strong support for our hypotheses in a sample of 374 publicly-traded firms. Managerial summary: The strategies a firm uses to engage with stakeholders can influence its performance, yet little is known about what makes firms focus on certain stakeholders over others. To better understand this, we examined CEO regulatory focus in a sample of large public companies. Our findings reveal that the way CEOs view decisions—either based on a sense of duty, obligations, and responsibility or as a means to achieve high ideals—influences their tendency to prioritize shareholder concerns or the concerns of a broader array of stakeholders. This suggests that executives should be aware of their own natural tendencies to inject their motivations into their firm's stakeholder strategy and consider avenues to balance their perspectives for the sake of the firm. © 2020 John Wiley & Sons, Ltd.","CEO decision-making; corporate social responsibility; regulatory focus theory; stakeholder strategy; upper echelons theory","Decision making; Decision theory; Corporate social responsibilities (CSR); Public company; Recent researches; Regulatory focus; stakeholder strategy; Strategy research; Upper echelons theories; Economic and social effects",Article,"Final","",Scopus,2-s2.0-85079174109
"Chen X., Li Y., Xiao J., Wen F.","57196358703;57217221732;56152179300;25639188900;","Oil shocks, competition, and corporate investment: Evidence from China",2020,"Energy Economics","89",,"104819","","",,26,"10.1016/j.eneco.2020.104819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086799994&doi=10.1016%2fj.eneco.2020.104819&partnerID=40&md5=f1d9f80a76f93384baebfd36c3fd2f67","School of Business, Central South University, Changsha, 410083, China; School of Economics and Management, Nanjing University of Science and Technology, Nanjing, 210094, China; Supply Chain and Logistics Optimization Research Centre, Faculty of Engineering, University of Windsor, Windsor, ON, Canada; Centre for Computational Finance and Economic Agents, University of Essex, Colchester, CO4 3SQ, United Kingdom","Chen, X., School of Business, Central South University, Changsha, 410083, China; Li, Y., School of Business, Central South University, Changsha, 410083, China; Xiao, J., School of Economics and Management, Nanjing University of Science and Technology, Nanjing, 210094, China; Wen, F., School of Business, Central South University, Changsha, 410083, China, Supply Chain and Logistics Optimization Research Centre, Faculty of Engineering, University of Windsor, Windsor, ON, Canada, Centre for Computational Finance and Economic Agents, University of Essex, Colchester, CO4 3SQ, United Kingdom","This paper aims to investigate the impact of three classical oil shocks on the Chinese corporate investment by using firm-level data. Moreover, we assess the role of product market competition in the relationship between oil shocks and corporate investment. Our empirical results show that oil aggregate demand and specific demand shocks negatively affect corporate investment, while oil supply shocks show a positive effect. Notably, compared to the non-energy-related industry, the corporate investment of energy-related industry is more sensitive to these oil shocks. Furthermore, we find high competitive pressure can mitigate the impact of oil specific demand shocks on the corporate investment of energy-related industry, but competition presents a limited effect on the relationship between other oil shocks and corporate investment. © 2020 Elsevier B.V.","China's firms; Corporate investment; Oil prices; Oil shocks; Product market competition","Competition; Aggregate demands; Competitive pressure; Corporate investments; Demand shocks; Non-energy; Oil shock; Oil supply shocks; Product market competitions; Investments; competition (economics); demand analysis; empirical analysis; investment; market system; oil supply; China",Article,"Final","",Scopus,2-s2.0-85086799994
"Kumar A., Moktadir A., Liman Z.R., Gunasekaran A., Hegemann K., Rehman Khan S.A.","57001679600;57200032197;57212092426;56238759300;57212089774;57188874922;","Evaluating sustainable drivers for social responsibility in the context of ready-made garments supply chain",2020,"Journal of Cleaner Production","248",,"119231","","",,26,"10.1016/j.jclepro.2019.119231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075874814&doi=10.1016%2fj.jclepro.2019.119231&partnerID=40&md5=4962d8a992348b9676f7dc13c5c7cf19","Centre for Supply Chain Improvement, The University of Derby, Kedleston Road Campus, Derby, DE22 1GB, United Kingdom; Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh; Hochschule Rhein-Waal, Rhein-Waal University of Applied Sciences, Faculty of Communication and EnvironmentDE-47475, Germany; Dean of School of Business and Public Administration, California State University, Bakersfield, United States; Faculty of Communication and Environment, Rhein-Waal University of Applied Sciences, Friedrich-Heinrich-Allee 25, Kamp-Lintfort, 47475, Germany; School of Economics and Management, Tsinghua University, Beijing, China","Kumar, A., Centre for Supply Chain Improvement, The University of Derby, Kedleston Road Campus, Derby, DE22 1GB, United Kingdom; Moktadir, A., Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh; Liman, Z.R., Hochschule Rhein-Waal, Rhein-Waal University of Applied Sciences, Faculty of Communication and EnvironmentDE-47475, Germany; Gunasekaran, A., Dean of School of Business and Public Administration, California State University, Bakersfield, United States; Hegemann, K., Faculty of Communication and Environment, Rhein-Waal University of Applied Sciences, Friedrich-Heinrich-Allee 25, Kamp-Lintfort, 47475, Germany; Rehman Khan, S.A., School of Economics and Management, Tsinghua University, Beijing, China","The approach of incorporating social responsibility (SR) practices into the supply chain network is gradually becoming a popular business strategy in developing countries. SR covers a broad spectrum of issues which includes working conditions, preventing corruption, human rights etc. That must be considered in a business context. Developing countries are becoming more aware but to cover the comprehensive spectrum of SR will take time, especially the adoption of SR practices into supply chains. Nowadays, ready-made garments companies of developing countries have to consider SR practices due to pressure from governments and stakeholders. Many of these companies are responsible for a large contribution to the economic growth of the country and thus, need a SR based sustainable business environment to gain a competitive advantage. Due to the lack of practices in SR based sourcing into an existing supply chain (SC), this sector demands an evaluation of the drivers to SR practices. Therefore, the unique contribution of this research is to evaluate sustainable drivers for implementation of SR based sourcing of ready-made garments SC in the context of a developing country - Bangladesh. To achieve the objectives, Delphi based fuzzy Analytical Hierarchy Process (AHP) methods are employed. An analysis shows that finance is the key driver, composed of four important sub-sets; these are sustainable economic benefits, maximization of the net return on investment, business ethics and an enhanced reputation in the global market. Sensitivity analysis is also conducted to check the stability of the results. The findings of the study will help industry managers in a proper adoption of SR practices in ready-made garments SC. © 2019 Elsevier Ltd","Delphi; Fuzzy AHP; Ready-made garments; Social responsibility; Supply chain","Competition; Developing countries; Economic and social effects; Hierarchical systems; International trade; Investments; Sensitivity analysis; Supply chains; Competitive advantage; Delphi; Fuzzy AHP; Fuzzy analytical hierarchy processes (AHP); Ready-made garments; Social responsibilities; Sustainable business; Sustainable economics; Sustainable development",Article,"Final","",Scopus,2-s2.0-85075874814
"Nguyen D.K., Sensoy A., Sousa R.M., Salah Uddin G.","25633212500;55761876000;35270013700;37082267000;","U.S. equity and commodity futures markets: Hedging or financialization?",2020,"Energy Economics","86",,"104660","","",,26,"10.1016/j.eneco.2019.104660","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077796325&doi=10.1016%2fj.eneco.2019.104660&partnerID=40&md5=2956d9058cc5e86ee6e27db34e632311","IPAG Lab, IPAG Business School, Paris, France; Vietnam National University, International School, Hanoi, Viet Nam; Bilkent University, Faculty of Business Administration, Ankara, Turkey; University of Minho, Department of Economics and Centre for Research in Economics and Management (NIPE), Braga, Portugal; LSE Alumni Association, London School of Economics and Political Science, London, United Kingdom; Linköping University, Linköping, Sweden","Nguyen, D.K., IPAG Lab, IPAG Business School, Paris, France, Vietnam National University, International School, Hanoi, Viet Nam; Sensoy, A., Bilkent University, Faculty of Business Administration, Ankara, Turkey; Sousa, R.M., University of Minho, Department of Economics and Centre for Research in Economics and Management (NIPE), Braga, Portugal, LSE Alumni Association, London School of Economics and Political Science, London, United Kingdom; Salah Uddin, G., Linköping University, Linköping, Sweden","In this paper, we investigate the hedging versus the financialization nature of commodity futures vis-à-vis the equity market using a ARMA filter-based correlation approach. Our results suggest that while gold futures are typically seen as a hedge against unfavorable fluctuations in the stock market, the majority of commodity futures appears to be treated as a separate asset class in line with their increasing financialization. Our results are robust to the presence of inflation, highlight the hedging role played by fuel (energy) commodity futures in the nineties, and reveal that the commodity financialization boosted since the 2000s. We also show that gold futures are partially a safe haven for equity investments in the short-term, but not in the mid-term. Finally, we uncover some hedging (financialization) of crude oil futures associated to global demand (oil supply) shocks. © 2019 Elsevier B.V.","Commodity futures returns; Equity returns; Financialization; Hedging","Commerce; Gold; Investments; Commodity futures; Crude oil futures; Equity investment; Equity markets; Equity returns; Financialization; Global demand; Hedging; Financial markets; commodity market; correlation; crude oil; demand analysis; energy efficiency; finance; United States",Article,"Final","",Scopus,2-s2.0-85077796325
"Owolabi H.A., Oyedele L.O., Alaka H.A., Ajayi S.O., Akinade O.O., Bilal M.","56769981600;15623716300;56770004100;56394201100;56770159900;57224853326;","Critical Success Factors for Ensuring Bankable Completion Risk in PFI/PPP Megaprojects",2020,"Journal of Management in Engineering","36","1","04019032","","",,26,"10.1061/(ASCE)ME.1943-5479.0000717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072339554&doi=10.1061%2f%28ASCE%29ME.1943-5479.0000717&partnerID=40&md5=23dc65867b9baef06fea3dfd3c14aeea","Project Analytics and Digital Enterprise, Big Data Enterprise and Artificial Intelligence Laboratory, Univ. of the West of England, Bristol, Frenchay Campus, Coldhabour Lane, Bristol, BS16 1QY, United Kingdom; Digital Innovation and Enterprise, Univ. of the West of England, Bristol, Frenchay Campus, Coldhabour Lane, Bristol, BS16 1QY, United Kingdom; Digital Technologies and Innovation, University of Hertfordshire, Hatfield, Hertfordshire, AL10 9AB, United Kingdom; Civil Engineering Management, Faculty of Energy, Construction and Environment, Coventry Univ., Priority St., Coventry, CV1 5FB, United Kingdom; Digital Construction and Project Management, Leeds Beckett Univ., City Campus, Leeds, LS1 3HE, United Kingdom; School of the Built Environment and Engineering, Leeds Beckett Univ., City Campus, Leeds, LS1 3HE, United Kingdom; Big Data Application Development, Big Data Enterprise and Artificial Intelligence Laboratory, Univ. of the West of England, Bristol, Frenchay Campus, Coldhabour Lane, Bristol, BS16 1QY, United Kingdom","Owolabi, H.A., Project Analytics and Digital Enterprise, Big Data Enterprise and Artificial Intelligence Laboratory, Univ. of the West of England, Bristol, Frenchay Campus, Coldhabour Lane, Bristol, BS16 1QY, United Kingdom; Oyedele, L.O., Digital Innovation and Enterprise, Univ. of the West of England, Bristol, Frenchay Campus, Coldhabour Lane, Bristol, BS16 1QY, United Kingdom; Alaka, H.A., Digital Technologies and Innovation, University of Hertfordshire, Hatfield, Hertfordshire, AL10 9AB, United Kingdom, Civil Engineering Management, Faculty of Energy, Construction and Environment, Coventry Univ., Priority St., Coventry, CV1 5FB, United Kingdom; Ajayi, S.O., Digital Construction and Project Management, Leeds Beckett Univ., City Campus, Leeds, LS1 3HE, United Kingdom, School of the Built Environment and Engineering, Leeds Beckett Univ., City Campus, Leeds, LS1 3HE, United Kingdom; Akinade, O.O., Big Data Application Development, Big Data Enterprise and Artificial Intelligence Laboratory, Univ. of the West of England, Bristol, Frenchay Campus, Coldhabour Lane, Bristol, BS16 1QY, United Kingdom; Bilal, M., Big Data Application Development, Big Data Enterprise and Artificial Intelligence Laboratory, Univ. of the West of England, Bristol, Frenchay Campus, Coldhabour Lane, Bristol, BS16 1QY, United Kingdom","This study investigates project financiers' perspectives on the bankability of completion risk in private finance initiative and public-private partnership (PFI/PPP) megaprojects. Using a mixed methodology approach, focus group discussions with financier stakeholders in the UK's PFI/PPP industry were used to identify 23 criteria relevant for evaluating completion risk in funding applications. These criteria were put in a questionnaire survey to wider audiences of financiers of PFI/PPP projects in the UK. A series of statistical tests were performed, including reliability analysis, Kruskal-Wallis nonparametric test, descriptive statistics, principal rank agreement factor (PRAF), and regression analysis. After identifying 21 reliable criteria influencing the bankability of completion risk, the general agreement of three major financier stakeholders (senior lenders, equity financiers, and infrastructure financiers) on all criteria were examined through the Kruskal-Wallis test and PRAF. A regression model, constructed and validated with input from another team of expert financiers, revealed five key criteria influencing the bankability of completion risk in PPP megaprojects. These include (1) a construction contractor with years of experience of successful completion of megaprojects, (2) the construction contractor's financial strength, (3) the existence of tried-and-tested technology for the construction of project, (4) the availability of an independent technical consultant (ITC), and (5) the existence of a fixed-price turnkey (FPTK) construction contract. The research findings will provide PFI/PPP contractors and clients with valuable strategies for satisfying financiers' requirements in delivering large-scale infrastructure PPP projects. © 2019 American Society of Civil Engineers.","Bankability; Financiers' perspective; Megaprojects; Private finance initiative (PFI); Public-private partnership (PPP); Risk","Contractors; Finance; Regression analysis; Risks; Surveys; Bankability; Financiers' perspective; Megaprojects; Private Finance Initiative; Public private partnerships; Reliability analysis",Article,"Final","",Scopus,2-s2.0-85072339554
"Moktadir M.A., Dwivedi A., Rahman A., Chiappetta Jabbour C.J., Paul S.K., Sultana R., Madaan J.","57200032197;57208524270;57220906490;15757819200;9246007500;57220537172;23567916500;","An investigation of key performance indicators for operational excellence towards sustainability in the leather products industry",2020,"Business Strategy and the Environment","29","8",,"3331","3351",,25,"10.1002/bse.2575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087625300&doi=10.1002%2fbse.2575&partnerID=40&md5=57032476c6df905b9391253391a797ea","Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh; Department of Management Studies, Indian Institute of Technology Delhi, New Delhi, India; Lincoln International Business School, University of Lincoln, Linkcoln, United Kingdom; Montpellier Business School, Montpellier, France; UTS Business School, University of Technology Sydney, Sydney, NSW, Australia","Moktadir, M.A., Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh; Dwivedi, A., Department of Management Studies, Indian Institute of Technology Delhi, New Delhi, India; Rahman, A., Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh; Chiappetta Jabbour, C.J., Lincoln International Business School, University of Lincoln, Linkcoln, United Kingdom, Montpellier Business School, Montpellier, France; Paul, S.K., UTS Business School, University of Technology Sydney, Sydney, NSW, Australia; Sultana, R., Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh; Madaan, J., Department of Management Studies, Indian Institute of Technology Delhi, New Delhi, India","Operational excellence refers to a mixed management structure that enhances the productivity of an industry by exercising the best practices and efforts for continuous improvement. In order to achieve sustainability, operational excellence initiatives are practiced by different organizations. The intent is to investigate how to perform the practices of operational excellence towards sustainability in industries. In the existing literature, some studies investigated key performance indicators (KPIs) for other domains that are not readily applicable in the background of an emerging economy, principally for the leather products industry. To fulfill these research gaps, this study contributes to the operational excellence literature by recognizing the KPIs of operational excellence towards sustainability by examining the peer-reviewed scientific articles and through expert's suggestions. The identified KPIs are segregated into six dominant categories and 27 sub-KPIs in the field of leather products industry. Further, the prioritization of the KPIs is established by adopting the best-worst method (BWM), which involves simple pairwise comparison matrices compared with other multicriteria decision making techniques. The findings indicate that the KPIs under the “Management” category are at the highest priority. It is anticipated that the results originated from the study will support the expert's to appropriately recognize the significant KPIs and drop insignificant KPIs for successful operational excellence towards sustainability practices in the supply chain of the emerging economy. © 2020 ERP Environment and John Wiley & Sons Ltd","business strategy; key performance indicators; leather products industry; operational excellence; sustainability","business; manufacturing; productivity; sustainability",Article,"Final","",Scopus,2-s2.0-85087625300
"Mungai E.M., Ndiritu S.W., Rajwani T.","37033114900;36632693700;8832417800;","Do voluntary environmental management systems improve environmental performance? Evidence from waste management by Kenyan firms",2020,"Journal of Cleaner Production","265",,"121636","","",,25,"10.1016/j.jclepro.2020.121636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084042834&doi=10.1016%2fj.jclepro.2020.121636&partnerID=40&md5=5920d1d793c438da2cf7e7d9a84f1d6d","Strathmore University Business School, Kenya; University of Surrey, Surrey Business School, Department of Strategy and International Business, United Kingdom","Mungai, E.M., Strathmore University Business School, Kenya; Ndiritu, S.W., Strathmore University Business School, Kenya; Rajwani, T., University of Surrey, Surrey Business School, Department of Strategy and International Business, United Kingdom","We examine whether the adoption of global voluntary environmental management systems - United Nations Global Compact and ISO 14001 - lead to more effective environmental performance. Previous studies have presented inconclusive findings of voluntary environmental management systems on environmental performances. Possible reasons for conflicting results are the influence of observable and unobservable factors that affect environmental performance as well as the use of different measures of environmental performance indicators. Using primary data from Kenyan firms in 2019, waste management defined by wastewater recycling, solid waste reusing and use of environmentally safe disposal methods, we determine the effects of voluntary environmental management systems (VEMS) on firm-level environmental performance. We conclude that the adoption of VEMS are associated with significant improvement in environmental performance in developing economies. Our conclusions provide insights to corporate management and policy makers in developing countries on decisions regarding better environmental management. VEMS forms an environmental management tool suitable in confronting wastewater and physical refuse challenges as well as conducive waste disposal methods. © 2020 Elsevier Ltd","Environmental performance and developing economies; ISO 14001; United Nations Global Compact; Voluntary environmental management system","Decision making; Developing countries; Environmental management systems; Refuse disposal; Wastewater disposal; Wastewater reclamation; Corporate management; Developing economies; Disposal methods; Environmental management tool; Environmental performance; Environmental performance indicators; Environmentally safe; Wastewater recycling; Information management",Article,"Final","",Scopus,2-s2.0-85084042834
"Qamar A., Hall M.A., Chicksand D., Collinson S.","57201114004;57203288895;9273205900;7006427588;","Quality and flexibility performance trade-offs between lean and agile manufacturing firms in the automotive industry",2020,"Production Planning and Control","31","9",,"723","738",,25,"10.1080/09537287.2019.1681534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074532336&doi=10.1080%2f09537287.2019.1681534&partnerID=40&md5=eafed68344c32371bdd6be9d1f0f127e","Department of Strategy and International Business, Birmingham Business School, University of Birmingham, Edgbaston, United Kingdom; Department of Management, Birmingham Business School, University of Birmingham, Edgbaston, United Kingdom","Qamar, A., Department of Strategy and International Business, Birmingham Business School, University of Birmingham, Edgbaston, United Kingdom; Hall, M.A., Department of Management, Birmingham Business School, University of Birmingham, Edgbaston, United Kingdom; Chicksand, D., Department of Management, Birmingham Business School, University of Birmingham, Edgbaston, United Kingdom; Collinson, S., Department of Strategy and International Business, Birmingham Business School, University of Birmingham, Edgbaston, United Kingdom","Firms operating in the automotive industry have traditionally been ascribed with efficiency and high levels of quality, as lean production has been extensively applied within this context, but given the recent dynamics in the automotive sector, there is also a need for high levels of flexibility, widening our attention to agile production. However, when lean and agile production have been explored simultaneously, the quality and flexibility trade-offs have been mixed and unclear. In order to dispel the lean-agile ambiguity, and given that both high levels of flexibility and quality are required within the automotive industry, the purpose of this study was to: (a) Identify the relationship between flexibility and quality; and (b) Explore the quality and flexibility differences between lean and agile production. Primary quantitative data was obtained via a survey and a total of 140 automotive manufacturing firms within the UK returned the survey. Logistic regressions were utilised as the main mode of analysis. Not only was an inverse relationship found between quality and flexibility, but our findings depict two distinctive Business Models (BMs) existing in the automotive industry, one lean and one agile. We advance the lean-agile debate by asserting that lean and agile firms acquire quality (efficiency) and flexibility strengths respectively, and not vice-versa. Given this, we theoretically side with the notion of performance ‘trade-offs’ and contend the idea that capabilities are cumulatively gained. By incorporating an argument built on the strategy literature on BMs and Dynamic Capabilities, we assert that lean and agile firms have evolved to underpin different kinds of competitive advantage within the same industry, but these advantages are placed at different tiers in the automotive supply chain. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","agile; automotive; Flexibility; lean; performance; quality","Commerce; Competition; Economic and social effects; Efficiency; Image quality; Lean production; Manufacture; Supply chains; Surveys; agile; automotive; Flexibility; lean; performance; Automotive industry",Article,"Final","",Scopus,2-s2.0-85074532336
"Chen N., Qin F., Zhai Y., Cao H., Zhang R., Cao F.","57200856603;57208749769;57215688995;7403346334;57221779015;55818515300;","Evaluation of coordinated development of forestry management efficiency and forest ecological security: A spatiotemporal empirical study based on China's provinces",2020,"Journal of Cleaner Production","260",,"121042","","",,25,"10.1016/j.jclepro.2020.121042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081680959&doi=10.1016%2fj.jclepro.2020.121042&partnerID=40&md5=0c857d80a133abbe42e1321413b8b5f4","School of Economics and Management, Beijing Forestry University, No. 35, Tsinghua East Road, Haidian District, Beijing, 100083, China; US Department of Agriculture, Agricultural Research Service, Southern Regional Research Center, 1100 Robert E. Lee Blvd, New Orleans, LA  70124, United States; School of Business, North Minzu University, No. 204 Wenchang North Street, Xixia District, Yinchuan, Ningxia  750021, China","Chen, N., School of Economics and Management, Beijing Forestry University, No. 35, Tsinghua East Road, Haidian District, Beijing, 100083, China; Qin, F., School of Economics and Management, Beijing Forestry University, No. 35, Tsinghua East Road, Haidian District, Beijing, 100083, China; Zhai, Y., School of Economics and Management, Beijing Forestry University, No. 35, Tsinghua East Road, Haidian District, Beijing, 100083, China; Cao, H., US Department of Agriculture, Agricultural Research Service, Southern Regional Research Center, 1100 Robert E. Lee Blvd, New Orleans, LA  70124, United States; Zhang, R., School of Business, North Minzu University, No. 204 Wenchang North Street, Xixia District, Yinchuan, Ningxia  750021, China; Cao, F., School of Economics and Management, Beijing Forestry University, No. 35, Tsinghua East Road, Haidian District, Beijing, 100083, China","Improving efficiency of forestry management, especially to meet demand for forest products while still considering environmental concerns, is a critical challenge in China. In this study, we constructed index system of forest ecological security and forestry management efficiency, based on 30 provinces. With the help of Super-CCR model, coupling coordination model and spatial panel models, the coupling coordination degree of forest ecological security and forestry management efficiency, and its spatiotemporal pattern characteristics and influencing factors of each province in China from 2003 to 2017 were measured and analyzed. Results showed that, first, in terms of forestry management efficiency, the number of DEA-efficiency provinces increased between 2003 and 2017, yet was still below 50% of all provinces. Efficiency values of most provinces in the Southern Forest Region increased significantly, whereas those of the Northern Forest Region decreased. In terms of forest ecological security, the index increased overall, with most high-value areas in the Northeast, Southwest, and Southern Forest Regions. Second, coupling coordination degree varied from near no coordination to intermediate coordination. Except for a decline in the Northern Region, the degree of coupling coordination in the other regions demonstrated an upward trend, with the growth from high to low in the Southern, Southwest and Northeast Forest Region. Spatially, high values appeared mainly in the Southern and Southwest Forest Regions, while low values mainly concentrated in the Northern Forest Region. Third, coupling coordination was affected by many factors, including nature, population, economy, society, and technological progress, driving temporal patterns and regional differences. This study provides a theoretical reference framework for decision making for forest management in China. © 2020 Elsevier Ltd","Coordinated development; Forest ecological security; Forestry management efficiency; Influencing factors; Spatiotemporal pattern","Decision making; Ecology; Efficiency; Timber; Coordinated development; Ecological security; Forestry management; Influencing factors; Spatiotemporal patterns; Forestry",Article,"Final","",Scopus,2-s2.0-85081680959
