Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Li C., Tomlin B.","56098021900;8894885500;","After-Sales Service Contracting: Condition Monitoring and Data Ownership",2022,"Manufacturing and Service Operations Management","24","3",,"1494","1510",,2,"10.1287/msom.2022.1095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132226544&doi=10.1287%2fmsom.2022.1095&partnerID=40&md5=f9a281b23e0bc59b9c8bfbbf49d6dbff","School of Business, University of Connecticut, Storrs, CT  06269, United States; Tuck School of Business, Dartmouth College, Hanover, NH  03755, United States","Li, C., School of Business, University of Connecticut, Storrs, CT  06269, United States; Tomlin, B., Tuck School of Business, Dartmouth College, Hanover, NH  03755, United States","Problem definition: Condition monitoring (CM) of durable assets, whereby sensors continuously monitor the health of an asset, is heralded as a key application of the Internet of Things. However, questions about ownership of the sensor data are seen as a key barrier to adoption. We model an after-sales supply chain in which the asset manufacturer provides maintenance and repair services to a customer that operates the asset. The asset condition deteriorates in a stochastic fashion and will eventually fail if not repaired. Methodology/results: We analyze a performance-based contracting problem considering manufacturer maintenance effort (the condition at which preventive maintenance is performed) and customer operating effort (which reduces the rate of condition deterioration). With information asymmetry on the customer’s effort cost, we analyze this contracting problem in a principal-agent model with double moral hazard. In the centralized setting, we establish that the benefit of CM increases and then decreases in the asset’s deterioration rate and that CM may increase or decrease the benefit of customer effort depending on the deterioration rate. In the decentralized setting, we prove that CM always benefits the manufacturer and the supply chain, but it may hurt the customer if the asset reliability is sufficiently high. Managerial implications: These results have important implications for the effect of sensor-data ownership. The manufacturer will adopt CM if it owns the data, but the customer may block CM adoption if it owns the data. We show that this CM adoption barrier can be overcome by the manufacturer offering to pay an appropriate data access fee. However, under this arrangement, the manufacturer may not benefit from a more-effective customer operating effort. We discuss the resulting implication on the manufacturer’s product design and the business model between selling and leasing. © 2022 INFORMS","maintenance; performance-based contracts; repair operations","Condition based maintenance; Deterioration; Manufacture; Preventive maintenance; Product design; Repair; Risk management; Sales; Stochastic systems; Supply chains; After-sales services; Condition; Data ownership; Deterioration rates; Durable assets; Performance-based contracts; Problem definition; Repair operations; Sensors data; Service contracting; Condition monitoring",Article,"Final","",Scopus,2-s2.0-85132226544
"Salari N., Liu S., Shen Z.-J.M.","55027062200;57203730003;57483547400;","Real-Time Delivery Time Forecasting and Promising in Online Retailing: When Will Your Package Arrive?",2022,"Manufacturing and Service Operations Management","24","3",,"1421","1436",,2,"10.1287/msom.2022.1081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132213657&doi=10.1287%2fmsom.2022.1081&partnerID=40&md5=3660dba1aa162680ba83d9492a80671e","Rotman School of Management, University of Toronto, Toronto, ON  M5S 1A1, Canada; Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, CA  94720, United States; Faculty of Engineering, Faculty of Business and Economics, University of Hong Kong, Hong Kong, Hong Kong; College of Engineering, University of California, Berkeley, CA  94720, United States","Salari, N., Rotman School of Management, University of Toronto, Toronto, ON  M5S 1A1, Canada, Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, CA  94720, United States; Liu, S., Rotman School of Management, University of Toronto, Toronto, ON  M5S 1A1, Canada; Shen, Z.-J.M., Faculty of Engineering, Faculty of Business and Economics, University of Hong Kong, Hong Kong, Hong Kong, College of Engineering, University of California, Berkeley, CA  94720, United States","Problem definition: Providing fast and reliable delivery services is key to running a successful online retail business. To achieve a better delivery time guarantee policy, we study how to estimate and promise delivery time for new customer orders in real time. Academic/practical relevance: Delivery time promising is critical to managing customer expectations and improving customer satisfaction. Simply overpromising or underpromising is undesirable because of the negative impacts on short-/long-term sales. To the best of our knowledge, we are the first to develop a data-driven framework to predict the distribution of order delivery time and set promised delivery time to customers in a cost-effective way. Methodology: We apply and extend tree-based models to generate distributional forecasts by exploiting the complicated relationship between delivery time and relevant operational predictors. To account for the cost-sensitive decision-making problem structure, we develop a new split rule for quantile regression forests that incorporates an asymmetric loss function in split point selection. We further propose a cost-sensitive decision rule to decide the promised delivery day from the predicted distribution. Results: Our decision rule is proven to be optimal given certain cost structures. Tested on a real-world data set shared from JD.com, our proposed machine learning–based models deliver superior forecasting performance. In addition, we demonstrate that our framework has the potential to provide better promised delivery time in terms of sales, cost, and accuracy as compared with the conventional promised time set by JD.com. Specifically, our simulation results indicate that the proposed delivery time promise policy can improve the sales volume by 6.1% over the current policy. Managerial implications: Through a more accurate estimation of the delivery time distribution, online retailers can strategically set the promised time to maximize customer satisfaction and boost sales. Our data-driven framework reveals the importance of modeling fulfillment operations in delivery time forecasting and integrating the decision-making problem structure with the forecasting model. © 2022 INFORMS","forecasting; logistics; machine learning; online retail","Cost effectiveness; Customer satisfaction; Decision making; E-learning; Machine learning; Sales; Structural optimization; Cost-sensitive; Customers' satisfaction; Data driven; Decision rules; Decision-making problem; Delivery time; Machine-learning; Online retails; Problem structure; Real- time; Forecasting",Article,"Final","",Scopus,2-s2.0-85132213657
"Razinskas S., Weiss M., Hoegl M., Baer M.","57194526824;55232324000;12765439300;7102191178;","Illuminating opposing performance effects of stressors in innovation teams",2022,"Journal of Product Innovation Management","39","3",,"351","370",,2,"10.1111/jpim.12622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127710642&doi=10.1111%2fjpim.12622&partnerID=40&md5=267b5a9cb07e4ddd4f54dc271472e412","Department of Management, School of Business and Economics, Freie Universität Berlin, Berlin, Germany; Center for Entrepreneurship, Innovation, and Transformation, Ruhr-Universität Bochum, Bochum, Germany; LMU Munich School of Management, Institute for Leadership and Organization, Ludwig-Maximilians-Universität München, Munich, Germany; Olin Business School, Washington University in St. Louis, St. Louis, MO, United States","Razinskas, S., Department of Management, School of Business and Economics, Freie Universität Berlin, Berlin, Germany; Weiss, M., Center for Entrepreneurship, Innovation, and Transformation, Ruhr-Universität Bochum, Bochum, Germany; Hoegl, M., LMU Munich School of Management, Institute for Leadership and Organization, Ludwig-Maximilians-Universität München, Munich, Germany; Baer, M., Olin Business School, Washington University in St. Louis, St. Louis, MO, United States","Despite the clear relevance of stressors for the creative work performed by individuals, how they affect teams in their ability to innovate is poorly understood. Thus, the question as to what kind of, and by which mechanisms, team stressors may give rise to better innovation team performance needs further consideration. We address this issue by applying the challenge–hindrance stressor framework to the team level of analysis in the context of innovation teams. By integrating insights from social identity theory and the attentional focus model, we highlight the importance of identity- and information-based mechanisms in transmitting the differential effects of challenge and hindrance team stressors on the performance of innovation teams. We test our arguments for two of the most prominent indicators of innovation team performance (i.e., team creativity and team efficiency) in a multi-informant sample of team members, team-internal leaders, and team-external managers from 114 innovation teams. Our findings support the opposing effects of challenge and hindrance team stressors in predicting innovation team performance through the two differential mechanisms. Specifically, for team efficiency, both team stressors come with the cost of team task conflict (i.e., the information-based mechanism). However, whereas challenge team stressors enhance collective team identification (i.e., the identity-based mechanism), hindrance team stressors undermine collective team identification, thereby aggravating their already negative effect on team efficiency. In terms of team creativity, our results suggest that both types of team stressors exert their indirect effects solely via the identity-based mechanism. Implications for research and practice are discussed. © 2022 The Authors. Journal of Product Innovation Management published by Wiley Periodicals LLC on behalf of Product Development & Management Association.","attentional focus; challenge–hindrance stressor framework; innovation teams; social identity; team creativity","Human resource management; Attentional focus; Challenge–hindrance stressor framework; Creative work; Identity-based; Innovation team; Performance effect; Social identity; Team creativity; Team identification; Team performance; Efficiency",Article,"Final","",Scopus,2-s2.0-85127710642
"Caldarola B., Sorrell S.","57556587400;6603761003;","Do teleworkers travel less? Evidence from the English National Travel Survey",2022,"Transportation Research Part A: Policy and Practice","159",,,"282","303",,2,"10.1016/j.tra.2022.03.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127362501&doi=10.1016%2fj.tra.2022.03.026&partnerID=40&md5=22ccea97b940fcf181e87cf82810917e","Centre for Research on Energy Demand Solutions (CREDS), Science Policy Research Unit (SPRU), University of Sussex, Falmer, Brighton, BN1 9SL, United Kingdom","Caldarola, B., Centre for Research on Energy Demand Solutions (CREDS), Science Policy Research Unit (SPRU), University of Sussex, Falmer, Brighton, BN1 9SL, United Kingdom; Sorrell, S., Centre for Research on Energy Demand Solutions (CREDS), Science Policy Research Unit (SPRU), University of Sussex, Falmer, Brighton, BN1 9SL, United Kingdom","The global pandemic has revived debates about the contribution of teleworking to reducing travel, air pollution and carbon emissions. However, previous research suggests that the availability of teleworking may encourage people to move farther from their place of work, creating the risk that longer commutes will offset the benefits of fewer commutes. In addition, teleworking may encourage additional non-work travel by the teleworker, and/or influence the travel behaviour of other household members. These complex interactions make the overall impacts of teleworking difficult to predict. In this context, we use data from the English National Travel Survey to estimate the impact of teleworking on the travel patterns of English households over the period 2005–2019. We compare the number of trips and distance travelled by teleworkers each week with the number of trips and distance travelled by non-teleworkers, controlling for a range of socio-economic, demographic and regional variables. We estimate the impact of teleworking on travel by purpose (commuting, non-work and business) and by mode (car, public transport and active travel) and investigate the impact on the travel patterns of other household members. Our results provide little support for the claim that teleworking reduces travel. Indeed, after controlling for a range of variables, we find that the majority of English teleworkers travel farther each week than non-teleworkers. This results from a combination of longer commutes and additional non-work travel. There appears to be a ‘tipping point’, however. If people telework three or more times a week, their weekly private travel (commuting + non-work) is less than that of non-teleworkers. We also find that the total weekly travel of all household members is greater in households where one member is teleworking, suggesting the presence of intra-household effects that further erode the benefits of fewer commutes. We additionally find that teleworkers engage in more business travel than non-teleworkers, although the reasons for this association are unclear. We discuss the factors contributing to these results and indicate priorities for further research. © 2022 Elsevier Ltd","Complementarity; Induced travel; Rebound effects; Teleworking","Carbon emissions; Complementarity; Household members; Induced travel; National travel surveys; Pollution emissions; Rebound-effect; Teleworkers; Teleworking; Travel patterns; Surveys; atmospheric pollution; carbon emission; complementarity; pandemic; survey; travel behavior",Article,"Final","",Scopus,2-s2.0-85127362501
"Tseng H.-T., Ibrahim F., Hajli N., Nisar T.M., Shabbir H.","56998153300;57226825709;57219913780;7801655240;16053762000;","Effect of privacy concerns and engagement on social support behaviour in online health community platforms",2022,"Technological Forecasting and Social Change","178",,"121592","","",,2,"10.1016/j.techfore.2022.121592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125874600&doi=10.1016%2fj.techfore.2022.121592&partnerID=40&md5=da5b158f7e7e8df884188af5c96f4bc1","Department of Information Management, National Central University, Taoyuan, Taiwan; School of Management, Swansea University, UK, United Kingdom; Southampton Business School, University of Southampton, Southampton SO17 1BJ, UK, United Kingdom; Reader in Marketing, Huddersfield University Business School, University of Huddersfield, UK, Huddersfield, HD1 3DH, United Kingdom","Tseng, H.-T., Department of Information Management, National Central University, Taoyuan, Taiwan; Ibrahim, F., School of Management, Swansea University, UK, United Kingdom; Hajli, N., School of Management, Swansea University, UK, United Kingdom; Nisar, T.M., Southampton Business School, University of Southampton, Southampton SO17 1BJ, UK, United Kingdom; Shabbir, H., Reader in Marketing, Huddersfield University Business School, University of Huddersfield, UK, Huddersfield, HD1 3DH, United Kingdom","The growth of interactive technologies has fostered different online health communities (OHCs) where individuals share similar interests in health-related information and exchange social support to facilitate health outcomes. While OHCs offer a variety of benefits to society, it is challenged by surrounding issues of privacy concerns. Breach of privacy poses undesirable consequences for people, and thus privacy concerns can influence individuals' social support behaviour in OHC platforms. Moreover, willingness to engage in the community can be an outcome of prosocial behaviour, motivating people to offer additional social support on OHC platforms. Hence, addressing the role of engagement in a multi-actor online environment requires further attention. Drawing on social support theory, by examining the effects of privacy concerns, control of information, and community engagement, this study develops a framework to create an informed and sharing online community. Using survey data collected from different OHC platforms on Facebook, our study presents some interesting conclusions. Our results show that community engagement and privacy concerns can influence certain types of social support (i.e., information or emotional support), leading to OHC members' intention to participate. Our conceptual model and findings will inform both future research and policymakers. © 2022 Elsevier Inc.","Community engagement; Online health community; Perceived control of information; Privacy; Social support","Economic and social effects; Information dissemination; Community engagement; Health outcomes; Health related informations; Interactive technology; Online health communities; Perceived control of information; Privacy; Privacy concerns; Similar Interests; Social support; Health; Internet; local participation; public health; social media",Article,"Final","",Scopus,2-s2.0-85125874600
"Roe M., Spanaki K., Ioannou A., Zamani E.D., Giannakis M.","57471774300;56319265200;57212311804;36186331500;22634489100;","Drivers and challenges of internet of things diffusion in smart stores: A field exploration",2022,"Technological Forecasting and Social Change","178",,"121593","","",,2,"10.1016/j.techfore.2022.121593","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125537269&doi=10.1016%2fj.techfore.2022.121593&partnerID=40&md5=b17e666becc04577de536a177b5ffb3c","School of Business and Economics, Loughborough University, Loughborough, Leicestershire, United Kingdom; Audencia Business School, Nantes, France; Surrey Business School, University of Surrey, Guildford, United Kingdom; Information School, the University of Sheffield, Sheffield, United Kingdom","Roe, M., School of Business and Economics, Loughborough University, Loughborough, Leicestershire, United Kingdom; Spanaki, K., Audencia Business School, Nantes, France; Ioannou, A., Surrey Business School, University of Surrey, Guildford, United Kingdom; Zamani, E.D., Information School, the University of Sheffield, Sheffield, United Kingdom; Giannakis, M., Audencia Business School, Nantes, France","The digitally disruptive environment has evolved rapidly due to the introduction of new advancements within the field of smart applications. Applications of one of the most prominent technologies, Internet of Things (IoT), often appear in the retail sector, where smart services have transformed the customer experience holistically. Presented in this paper are the findings from an exploratory field study in the retail service sector, which drew on the views of experienced practitioners about the smart store experience and the associated changes. The paper presents an overview of the drivers of smart retail service diffusion and the relevant challenges, such as the business expectations and the heterogeneity of devices. The arising themes indicate that IoT security is a major challenge for businesses installing IoT devices in their journey towards smart store transformation. The paper highlights the importance of a secure data-sharing IoT environment that respects customer privacy as the smart experience in-store offers data-driven insights and services. Implications for research and practice are discussed in terms of the customer experience relevant to the identified challenges. © 2022","Diffusion of innovations; Field study; Internet of things; Privacy; Retail; Security; Smart store","Diffusion; Internet of things; Retail stores; Customer experience; Diffusion of innovations; Field exploration; Field studies; Privacy; Retail services; Security; Smart applications; Smart services; Smart store; Sales; business; field method; innovation; Internet; retailing; technology diffusion",Article,"Final","",Scopus,2-s2.0-85125537269
"Rengarajan S., Narayanamurthy G., Moser R., Pereira V.","57221258628;36638192700;35226404600;37108422900;","Data strategies for global value chains: Hybridization of small and big data in the aftermath of COVID-19",2022,"Journal of Business Research","144",,,"776","787",,2,"10.1016/j.jbusres.2022.02.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124842415&doi=10.1016%2fj.jbusres.2022.02.042&partnerID=40&md5=cb0d0fd85d01b0ce2aac6f788ca376eb","University of Erlangen-Nuremberg, Lange Gasse 20, Nürnberg, 90403, Germany; University of Liverpool Management School, Chatham Street, UK, Liverpool, L69 7ZH, United Kingdom; Macquarie Business School, Macquarie University, 99 Talavera Rd, Macquarie ParkNSW  2113, Australia; NEOMA Business School – Reims Campus, 59 Rue Pierre Taittinger, Reims, 51100, France","Rengarajan, S., University of Erlangen-Nuremberg, Lange Gasse 20, Nürnberg, 90403, Germany; Narayanamurthy, G., University of Liverpool Management School, Chatham Street, UK, Liverpool, L69 7ZH, United Kingdom; Moser, R., Macquarie Business School, Macquarie University, 99 Talavera Rd, Macquarie ParkNSW  2113, Australia; Pereira, V., NEOMA Business School – Reims Campus, 59 Rue Pierre Taittinger, Reims, 51100, France","Senior executives must make strategic decisions on (re)configuring global value chains (GVCs) in a post-COVID-19 world, with digital technologies playing a decisive role in enabling decision-making on both the reconfigurations and their implementation. Against this backdrop, the paper explores in depth how executives can leverage and combine big and small data analytics into their GVC (re-)configuration decisions. We draw on a longitudinal single-case study of an analytics firm supporting decision makers in agri-food GVCs, enriched through multiple interviews with experts from the industry. Our analysis reveals an interesting shift towards hybrid data strategies combining big and small data to arrive at new forms of decision-making processes after the outbreak of COVID-19. Through this hybridization, executives aim to improve their understanding of GVCs as well as their own agility and flexibility in decision-making to ensure GVC resilience and efficiency. © 2022","Agri-food; Big data analytics; Decision making; Global value chain; Small data analytics; Uncertainty",,Article,"Final","",Scopus,2-s2.0-85124842415
"Ji G., Zhou S., Lai K.-H., Tan K.H., Kumar A.","23004913900;57431265500;57205344886;26668042600;57211281895;","Timing of blockchain adoption in a supply chain with competing manufacturers",2022,"International Journal of Production Economics","247",,"108430","","",,2,"10.1016/j.ijpe.2022.108430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123711927&doi=10.1016%2fj.ijpe.2022.108430&partnerID=40&md5=06628ae0243ebe11a38f7cb724b036b1","School of Management, Xiamen University, China; The Hong Kong Polytechnic University, Kowloon, Hong Kong; University of Nottingham Business School, United Kingdom; EMLYON Business School, Ecully, France","Ji, G., School of Management, Xiamen University, China; Zhou, S., School of Management, Xiamen University, China; Lai, K.-H., The Hong Kong Polytechnic University, Kowloon, Hong Kong; Tan, K.H., University of Nottingham Business School, United Kingdom; Kumar, A., EMLYON Business School, Ecully, France","Recent improvements in consumers' awareness of product traceability have revealed the disadvantages of traditional supply chain traceability systems. Traditional traceability systems are centralized, and the data that they use are vulnerable to tampering, resulting in a low level of consumer trust. Blockchain technology, as a distributed ledger, can solve these problems. In this study, we examine the blockchain technology introduction decisions of a supply chain involving two competing manufacturers and a single retailer, and their effects on supply chain performance. We find that manufacturers should adopt blockchain technology only when consumer sensitivity to blockchain technology exceeds a certain level and manufacturers who can introduce blockchain technology first are more likely to reap big gains in profits. Regarding the unit verification fee that the retailer pays to the manufacturer when introducing blockchain technology, the manufacturer subsidizes this fee to the retailer in the form of lower wholesale prices. In other words, there is no additional wholesale cost to the retailer for blockchain technology-based products. The results of this study provide guidance for supply chain members’ market practices. © 2022 Elsevier B.V.","Blockchain technology; Consumer traceability awareness; Manufacturer competition; Supply chain management","Costs; Distributed ledger; Manufacture; Sales; Supply chain management; Timing circuits; Block-chain; Blockchain technology; Centralised; Consumer awareness; Consumer traceability awareness; Manufacturer competition; Product traceability; Supply chain performance; Technology introductions; Traceability systems; Blockchain",Article,"Final","",Scopus,2-s2.0-85123711927
"Moritz B.B., Narayanan A., Parker C.","53264518100;10239524300;36550494500;","Unraveling Behavioral Ordering: Relative Costs and the Bullwhip Effect",2022,"Manufacturing and Service Operations Management","24","3",,"1733","1750",,2,"10.1287/msom.2021.1030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122836431&doi=10.1287%2fmsom.2021.1030&partnerID=40&md5=de4f86dd6c38db9cf6a46606c9ed36ac","Smeal College of Business, Pennsylvania State University, University Park, PA  16802, United States; G. Brint Ryan College of Business, University of North Texas, Denton, TX  76203, United States; Kogod School of Business, American University, Washington, DC  20016, United States","Moritz, B.B., Smeal College of Business, Pennsylvania State University, University Park, PA  16802, United States; Narayanan, A., G. Brint Ryan College of Business, University of North Texas, Denton, TX  76203, United States; Parker, C., Kogod School of Business, American University, Washington, DC  20016, United States","Problem definition: We study the bullwhip effect and analyze the impact of human behavior. We separate rational ordering in response to increasing incoming orders from irrational ordering. Academic/practical relevance: Prior research has shown that the bullwhip effect occurs in about two-thirds of firms and impacts profitability by 10%–30%. Most bullwhip mitigation efforts emphasize processes such as information sharing, collaboration, and coordination. Previous work has not been able to separate the impact of behavioral ordering from rational increases in order quantities. Methodology: Using data from a laboratory experiment, we estimate behavioral parameters from three ordering models. We use a simulation to evaluate the cost impact of bullwhip behavior on the supply chain and by echelon. Results: We find that cost increases are not equally shared. Human biases (behavioral ordering) at the retailer results in higher relative costs elsewhere in the supply chain, even as similar ordering by a wholesaler, distributor, or factory results in increased costs within that echelon. These results are consistent regardless of the behavioral models that we consider. The cognitive profile of the decision maker impacts both echelon and supply chain costs. We show that the cost impact is higher as more decision makers enter a supply chain. Managerial implications: The cost of behavioral ordering is not consistent across the supply chain. Managers can use the estimation/simulation framework to analyze the impact of human behavior in their supply chains and evaluate improvement efforts such as coordination or information sharing. Our results show that behavioral ordering by a retailer has an out-sized impact on supply chain costs, which suggests that upstream echelons are better placed to make forecasting and replenishment decisions. © 2021 INFORMS","behavioral operations; bullwhip effect; inventory management; simulation; supply chain management","Behavioral research; Costs; Information analysis; Information dissemination; Inventory control; Managers; Supply chain management; Behavioral operations; Bullwhip effects; Cost impact; Decision makers; Human behaviors; Information sharing; Inventory management; Relative costs; Simulation; Supply chain costs; Decision making",Article,"Final","",Scopus,2-s2.0-85122836431
"Becker J.A., Guilbeault D., Smith E.B.","57190947745;57190262951;55479671600;","The Crowd Classification Problem: Social Dynamics of Binary-Choice Accuracy",2022,"Management Science","68","5",,"3949","3965",,2,"10.1287/mnsc.2021.4127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119146764&doi=10.1287%2fmnsc.2021.4127&partnerID=40&md5=70839b6d3c97d9588f759879f1b1de67","UCL School of Management, University College London, London, E145AA, United Kingdom; Haas School of Business, University of California Berkeley, Berkeley, CA  94720, United States; Kellogg School of Management, Northwestern University, Evanston, IL  60208, United States","Becker, J.A., UCL School of Management, University College London, London, E145AA, United Kingdom; Guilbeault, D., Haas School of Business, University of California Berkeley, Berkeley, CA  94720, United States; Smith, E.B., Kellogg School of Management, Northwestern University, Evanston, IL  60208, United States","Decades of research suggest that information exchange in groups and organizations can reliably improve judgment accuracy in tasks such as financial forecasting, market research, and medical decision making. However, we show that improving the accuracy of numeric estimates does not necessarily improve the accuracy of decisions. For binary-choice judgments, also known as classification tasks—for example, yes/no or build/buy decisions—social influence is most likely to grow the majority vote share, regardless of the accuracy of that opinion. As a result, initially, inaccurate groups become increasingly inaccurate after information exchange, even as they signal stronger support. We term this dynamic the “crowd classification problem.” Using both a novel data set and a reanalysis of three previous data sets, we study this process in two types of information exchange: (1) when people share votes only, and (2) when people form and exchange numeric estimates prior to voting. Surprisingly, when people exchange numeric estimates prior to voting, the binary-choice vote can become less accurate, even as the average numeric estimate becomes more accurate. Our findings recommend against voting as a form of decision making when groups are optimizing for accuracy. For those cases where voting is required, we discuss strategies for managing communication to avoid the crowd classification problem. We close with a discussion of how our results contribute to a broader contingency theory of collective intelligence. Copyright: © 2021 INFORMS","collective intelligence; decision theory; delphi method; group decision making; wisdom of crowds","Behavioral research; Decision making; Group theory; Information dissemination; Market Research; Collective intelligences; Data set; Delphi method; Financial forecasting; Group Decision Making; Information exchanges; Market researches; Numeric estimate; Social dynamics; Wisdom of crowds; Decision theory",Article,"Final","",Scopus,2-s2.0-85119146764
"Barney C.E., Clark B.B., da Motta Veiga S.P.","36124831300;56519026000;55807674900;","Research productivity of management faculty: job demands-resources approach",2022,"Career Development International","27","2",,"161","184",,2,"10.1108/CDI-02-2021-0051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117381199&doi=10.1108%2fCDI-02-2021-0051&partnerID=40&md5=ff05f3b7214f7a461e1e8a864ec85fb1","University of South Dakota, Vermillion, SD, United States; University of Nebraska Omaha, Omaha, NE, United States; EDHEC Business School, Roubaix, France","Barney, C.E., University of South Dakota, Vermillion, SD, United States; Clark, B.B., University of Nebraska Omaha, Omaha, NE, United States; da Motta Veiga, S.P., EDHEC Business School, Roubaix, France","Purpose: The main purpose of this study was to examine which job resources are most valuable for research productivity, depending on varying teaching demands. Design/methodology/approach: Data was collected from 324 management faculty at research, balanced and teaching (i.e. respectively low-, moderate- and high-teaching demands) public universities in the United States. Findings: Results showed that no single job resource predicted research productivity across all three types of schools. At research schools (i.e. low-teaching demands), productivity was positively associated with job resources including summer compensation, level of protection for untenured faculty and number of research assistant hours, while negatively associated with travel funding. At balanced schools (i.e. moderate-teaching demands), research output was positively associated with time allocated to research, grant money, travel funding and conference attendance, while negatively associated with amount of consulting hours. At teaching schools (i.e. high-teaching demands), the only significant resource was time allocated to research. Practical implications: This paper can help management faculty and business school leaders understand what resources are most appropriate given the teaching demands associated with the specific institution, and by further helping these institutions attract and retain the best possible faculty. Originality/value: This study extends prior work on academic research performance by identifying resources that can help faculty publish given different levels of teaching demands. This is important as teaching demands tend to be relatively stable within an institution, while they can vary greatly across types of institutions. © 2021, Emerald Publishing Limited.","Demands; Faculty; Management; Research productivity; Resources; Service; Teaching",,Article,"Final","",Scopus,2-s2.0-85117381199
"Kuchenmüller T., Chapman E., Takahashi R., Lester L., Reinap M., Ellen M., Haby M.M.","24474933400;54580684400;57209182009;57219192229;22136251500;35933227000;6603697483;","A comprehensive monitoring and evaluation framework for evidence to policy networks",2022,"Evaluation and Program Planning","91",,"102053","","",,2,"10.1016/j.evalprogplan.2022.102053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126133392&doi=10.1016%2fj.evalprogplan.2022.102053&partnerID=40&md5=220a7d3543d76e500872105b88981cfc","WHO Regional Office for Europe, Copenhagen, Denmark; Public Health, Nottinghamshire County Council, Nottinghamshire, West Bridgford, United Kingdom; Department of Health Policy and Management, Guilford Glazer Faculty of Business and Management and Faculty of Health Sciences, Ben-Gurion University of the Negev, Israel; Departamento de Ciencias Químico Biológicas, Universidad de Sonora, Sonora, Hermosillo, Mexico; Centre for Health Policy, Melbourne School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia","Kuchenmüller, T., WHO Regional Office for Europe, Copenhagen, Denmark; Chapman, E., WHO Regional Office for Europe, Copenhagen, Denmark; Takahashi, R., WHO Regional Office for Europe, Copenhagen, Denmark; Lester, L., Public Health, Nottinghamshire County Council, Nottinghamshire, West Bridgford, United Kingdom; Reinap, M., WHO Regional Office for Europe, Copenhagen, Denmark; Ellen, M., Department of Health Policy and Management, Guilford Glazer Faculty of Business and Management and Faculty of Health Sciences, Ben-Gurion University of the Negev, Israel; Haby, M.M., Departamento de Ciencias Químico Biológicas, Universidad de Sonora, Sonora, Hermosillo, Mexico, Centre for Health Policy, Melbourne School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia","Objective: To describe the development of a framework for monitoring and evaluating knowledge translation (KT) networks. Method: The framework was developed using mixed methods over four phases, including i) a targeted literature review of KT networks, activities and indicators, ii) two scoping reviews to further enhance the set of indicators, iii) peer-reviews by international KT experts and an online expert consultation, and iv) piloting. Results: A comprehensive theory of change (ToC) and indicators, both for the Network Secretariat and its participating member countries, were identified to develop the monitoring and evaluation framework. The framework includes (i) a ToC, including three key indicator domains across the results chain (outputs, short term outcomes, intermediate outcomes), and (ii) indicators for the three key domains, that can be selected depending on the stage of network maturity, along with suggested data collection methods. The three key indicator domains are 1) KT capacity and skill building; 2) network (structure, governance and leadership); and 3) KT/evidence-informed policy value and culture. Conclusion: The monitoring and evaluation framework that links KT activities with policy and health outcomes fills an important gap in optimizing KT procedures, generating lessons learned and increasing accountability of major multipartner KT networks. © 2022","Evidence-informed policy; Knowledge translation; Monitoring and evaluation framework; Network","conceptual framework; governance approach; knowledge based system; literature review; network analysis; policy development; article; consultation; human; leadership; maturity; outcome assessment; peer review; skill; theoretical study; health care policy; management; program evaluation; Health Policy; Humans; Leadership; Policy Making; Program Evaluation; Translational Research, Biomedical",Article,"Final","",Scopus,2-s2.0-85126133392
